Sentence	Token	Sentence index	Token index	First Model NEW_SENSE	Second Model NEW_SENSE
Salvador Aljende je izabran za predsednika Čilea.	izabran	385.0	4.0	False	False
Ovo smanjenje atomskog radijusa takođe dovodi do povećanja energije jonizacije kada se kreće sleva na desno duž periode.	dovodi	387.0	6.0	False	False
Ako poboljšanje potraje 2–4 sata nakon lečenja i ne javljaju se druge komplikacije, dete obično može da napusti bolnicu.	druge	388.0	14.0	False	False
Ako poboljšanje potraje 2–4 sata nakon lečenja i ne javljaju se druge komplikacije, dete obično može da napusti bolnicu.	bolnicu	388.0	22.0	False	False
Zahvaljujući unapred prevedenim skupovima pitanja i odgovora, oba organa vlasti mogu da komuniciraju na svom jeziku.	skupovima	389.0	4.0	False	False
Operativno upravljanje portalom je zadatak Kancelarije za publikacije Evropske unije.	upravljanje	390.0	2.0	False	False
Do povećanja stope zaraženosti od sifilisa među heteroseksualcima došlo je u Kini i Rusiji od devedesetih godina XX veka.	povećanja	392.0	2.0	False	False
Do povećanja stope zaraženosti od sifilisa među heteroseksualcima došlo je u Kini i Rusiji od devedesetih godina XX veka.	došlo	392.0	9.0	False	False
Do povećanja stope zaraženosti od sifilisa među heteroseksualcima došlo je u Kini i Rusiji od devedesetih godina XX veka.	veka	392.0	19.0	False	False
To je najmanja od tri palate koje je izgradio kralj Ludvig II Bavarski i jedina koju je dočekao da vidi završenu.	palate	395.0	6.0	False	False
To je najmanja od tri palate koje je izgradio kralj Ludvig II Bavarski i jedina koju je dočekao da vidi završenu.	jedina	395.0	15.0	False	False
To je najmanja od tri palate koje je izgradio kralj Ludvig II Bavarski i jedina koju je dočekao da vidi završenu.	vidi	395.0	20.0	False	False
Da li su ove razlike neposredan uzrok ili posledica gojaznosti tek treba nedvosmisleno utvrditi.	utvrditi	396.0	14.0	False	False
NATO je usvojio sarin kao standardno hemijsko oružje, a i SSSR i Sjedinjene Države su proizvodile sarin u vojne svrhe.	svrhe	397.0	21.0	False	False
I kod dece i kod odraslih postoji veza između vremena provedenog u gledanju televizije i rizika od gojaznosti.	televizije	398.0	14.0	False	False
Za ovaj cilj izdvaja se više od 80 % ukupnih finansija ESF-a.	cilj	399.0	3.0	False	False
Jedini preostali region na svetu gde gojaznost nije uobičajena jeste podsaharska Afrika.	Jedini	400.0	1.0	False	False
Jedini preostali region na svetu gde gojaznost nije uobičajena jeste podsaharska Afrika.	svetu	400.0	5.0	False	False
Jedini preostali region na svetu gde gojaznost nije uobičajena jeste podsaharska Afrika.	uobičajena	400.0	9.0	False	False
Od tog vremena do 1940. epidemije su bile retke.	vremena	401.0	3.0	False	False
Centralni brod je duplo širi od bočnih brodova.	širi	402.0	5.0	False	False
Mnoge kulture su kroz istoriju posmatrale gojaznost kao rezultat nekog karakternog nedostatka.	kulture	405.0	2.0	False	False
Mnoge kulture su kroz istoriju posmatrale gojaznost kao rezultat nekog karakternog nedostatka.	istoriju	405.0	5.0	False	False
Mnoge kulture su kroz istoriju posmatrale gojaznost kao rezultat nekog karakternog nedostatka.	posmatrale	405.0	6.0	False	False
Njegova majka Rivka Gina Daum poticala je iz prosperitetne trgovačke porodice u Šopronu, u Mađarskoj.	poticala	406.0	6.0	False	False
Njegova majka Rivka Gina Daum poticala je iz prosperitetne trgovačke porodice u Šopronu, u Mađarskoj.	porodice	406.0	11.0	False	False
Njegov naslednik Račis proglasio je vojvodstva Spoleto i Benevento stranim zemljama u koje je bilo zabranjeno putovati bez kraljevske dozvole.	zabranjeno	407.0	16.0	False	False
Njegov naslednik Račis proglasio je vojvodstva Spoleto i Benevento stranim zemljama u koje je bilo zabranjeno putovati bez kraljevske dozvole.	dozvole	407.0	20.0	False	False
U tipičnom slučaju, ljudi zaraženi virusom denga nemaju simptome (80 %) ili imaju blage simptome, kao što je uobičajena groznica.	slučaju	408.0	3.0	False	False
U tipičnom slučaju, ljudi zaraženi virusom denga nemaju simptome (80 %) ili imaju blage simptome, kao što je uobičajena groznica.	blage	408.0	17.0	False	False
U tipičnom slučaju, ljudi zaraženi virusom denga nemaju simptome (80 %) ili imaju blage simptome, kao što je uobičajena groznica.	uobičajena	408.0	23.0	False	False
Želimo mir za nas i za sve ljude na planeti.	mir	409.0	2.0	False	False
Kopenhagen, glavni grad Danske, nalazi se delom na istočnoj obali Selanda, a delom na ostrvu Amager.	istočnoj	410.0	11.0	False	False
Kopenhagen, glavni grad Danske, nalazi se delom na istočnoj obali Selanda, a delom na ostrvu Amager.	ostrvu	410.0	18.0	False	False
MusicBrainz prikuplja informacije o umetnicima, numerama koje su snimili i odnosima između njih.	numerama	411.0	7.0	False	False
MusicBrainz prikuplja informacije o umetnicima, numerama koje su snimili i odnosima između njih.	odnosima	411.0	12.0	False	False
Slični nalazi su napravljeni i kod drugih vrsta srčanih oboljenja.	napravljeni	412.0	4.0	False	False
Slični nalazi su napravljeni i kod drugih vrsta srčanih oboljenja.	drugih	412.0	7.0	False	False
Veruje se da su simptomi obične prehlade prvenstveno povezani sa imunološkim odgovorom na virus.	Veruje	414.0	1.0	False	False
Veruje se da su simptomi obične prehlade prvenstveno povezani sa imunološkim odgovorom na virus.	odgovorom	414.0	12.0	False	False
Razvila ga je Evropska komisija zajedno sa državama članicama Evropske unije kako bi se ubrzala prekogranična administrativna saradnja.	Razvila	415.0	1.0	False	False
Razvila ga je Evropska komisija zajedno sa državama članicama Evropske unije kako bi se ubrzala prekogranična administrativna saradnja.	saradnja	415.0	18.0	False	False
Link ka ovim uslovima može se naći za svaki skup podataka.	uslovima	416.0	4.0	False	False
Link ka ovim uslovima može se naći za svaki skup podataka.	naći	416.0	7.0	False	False
Drugi test, mikroskopija urina, traži prisustvo crvenih krvnih zrnaca, belih krvnih zrnaca ili bakterija.	test	417.0	2.0	False	False
Drugi test, mikroskopija urina, traži prisustvo crvenih krvnih zrnaca, belih krvnih zrnaca ili bakterija.	traži	417.0	7.0	False	False
Drugi test, mikroskopija urina, traži prisustvo crvenih krvnih zrnaca, belih krvnih zrnaca ili bakterija.	prisustvo	417.0	8.0	False	False
Često je potrebno nekoliko nedelja pre nego što većina simptoma nestane.	nekoliko	418.0	4.0	False	False
Često je potrebno nekoliko nedelja pre nego što većina simptoma nestane.	nestane	418.0	11.0	True	False
Specifični lekovi za astmu grubo se dele na one koji brzo deluju i na one sa produženim dejstvom.	brzo	419.0	11.0	False	False
Slika Bitka na Milvijskom mostu prikazuje bitku koja se odigrala 28. oktobra 312. između rimskih careva Konstantina I i Maksencija.	Slika	420.0	1.0	False	False
Slika Bitka na Milvijskom mostu prikazuje bitku koja se odigrala 28. oktobra 312. između rimskih careva Konstantina I i Maksencija.	rimskih	420.0	15.0	False	False
Iako u guši uvek ima bakterija, one potencijalno infektivne u njoj ostaju samo u određeno vreme i pod određenim uslovima.	ima	421.0	5.0	False	False
Iako u guši uvek ima bakterija, one potencijalno infektivne u njoj ostaju samo u određeno vreme i pod određenim uslovima.	određeno	421.0	16.0	False	False
Iako u guši uvek ima bakterija, one potencijalno infektivne u njoj ostaju samo u određeno vreme i pod određenim uslovima.	određenim	421.0	20.0	False	False
Iako u guši uvek ima bakterija, one potencijalno infektivne u njoj ostaju samo u određeno vreme i pod određenim uslovima.	uslovima	421.0	21.0	False	False
Drugi faktori koji igraju važnu ulogu uključuju društvenu izolaciju i imigraciju povezanu sa socijalnim nedaćama, rasnu diskriminaciju, porodičnu disfunkciju, nezaposlenost i loše uslove stanovanja.	Drugi	422.0	1.0	False	False
Drugi faktori koji igraju važnu ulogu uključuju društvenu izolaciju i imigraciju povezanu sa socijalnim nedaćama, rasnu diskriminaciju, porodičnu disfunkciju, nezaposlenost i loše uslove stanovanja.	loše	422.0	25.0	False	False
Evropska komisija odgovorna je za održavanje i razvoj tog alata, službe za pomoć i obuku.	odgovorna	423.0	3.0	False	False
Kada se stave iznad plamena, jedinjenja litijuma odaju upadljivo grimiznu boju, ali kada se zapale, plamen postaje sjajnosrebrn.	stave	424.0	3.0	False	False
Tuberkuloza može preći u hroničnu bolest i dovesti do velikih ožiljaka u gornjim režnjevima pluća.	dovesti	425.0	8.0	False	False
Tuberkuloza može preći u hroničnu bolest i dovesti do velikih ožiljaka u gornjim režnjevima pluća.	režnjevima	425.0	14.0	False	False
Svaki crtež ima 12 zvezdica EU i godinu štampe.	ima	427.0	3.0	False	False
Svaki crtež ima 12 zvezdica EU i godinu štampe.	godinu	427.0	8.0	False	False
Pneumonija za koju se veruje da je posledica bakterija leči se antibioticima.	veruje	428.0	5.0	False	False
Nelson Mandela pušten je iz zatvora pošto je odslužio 27 godina.	pušten	431.0	3.0	False	True
Nelson Mandela pušten je iz zatvora pošto je odslužio 27 godina.	odslužio	431.0	9.0	False	False
Sekundarni sifilis se javlja otprilike četiri do deset nedelja nakon primarne infekcije.	infekcije	432.0	12.0	False	False
Tokyo MX osnovan je 30. aprila 1993. godine, a emitovanje je počelo 1. novembra 1995. godine.	godine	436.0	8.0	False	False
Tokyo MX osnovan je 30. aprila 1993. godine, a emitovanje je počelo 1. novembra 1995. godine.	godine	436.0	17.0	False	False
U područjima gde je obolelo više od 20 % stanovništva, preporučuje se lečenje svih obolelih u pravilnim vremenskim razmacima.	područjima	437.0	2.0	False	False
Letonija usvaja evro kao svoju valutu, postajući 18. članica evrozone.	članica	440.0	10.0	True	False
Po povratku je otkrio izdaju i bez oklevanja izopštio sve sveštenike koji su učestvovali u njoj.	povratku	441.0	2.0	False	False
Po povratku je otkrio izdaju i bez oklevanja izopštio sve sveštenike koji su učestvovali u njoj.	otkrio	441.0	4.0	False	False
Po povratku je otkrio izdaju i bez oklevanja izopštio sve sveštenike koji su učestvovali u njoj.	učestvovali	441.0	14.0	False	False
Ukoliko se osoba zarazi tuberkulozom, infekcija najčešće zahvata pluća (otprilike kod 90 % bolesnika).	se			False	False
Gaufredo Malatera otvoreno navodi da je Boemund učestvovao u krstaškim ratovima s namerom da pljačka i osvaja grčka ostrva.	navodi	444.0	4.0	True	False
Gaufredo Malatera otvoreno navodi da je Boemund učestvovao u krstaškim ratovima s namerom da pljačka i osvaja grčka ostrva.	učestvovao	444.0	8.0	False	False
Gaufredo Malatera otvoreno navodi da je Boemund učestvovao u krstaškim ratovima s namerom da pljačka i osvaja grčka ostrva.	ostrva	444.0	19.0	False	False
Većina ljudi obolelih od ove bolesti je siromašna i mnogi nisu svesni toga da su inficirani.	bolesti	445.0	6.0	False	False
U razvijenom svetu je tokom ranog XX veka broj infekcija opadao posle široko rasprostranjene upotrebe antibiotika, sve do osamdesetih i devedesetih.	veka	446.0	8.0	False	False
U razvijenom svetu je tokom ranog XX veka broj infekcija opadao posle široko rasprostranjene upotrebe antibiotika, sve do osamdesetih i devedesetih.	broj	446.0	9.0	False	False
U razvijenom svetu je tokom ranog XX veka broj infekcija opadao posle široko rasprostranjene upotrebe antibiotika, sve do osamdesetih i devedesetih.	široko	446.0	13.0	False	False
Klasična grčka kultura imala je snažan uticaj na Rimsko carstvo, koje je prenelo jednu verziju ove kulture u mnoge delove Evrope.	Rimsko	447.0	9.0	False	False
Klasična grčka kultura imala je snažan uticaj na Rimsko carstvo, koje je prenelo jednu verziju ove kulture u mnoge delove Evrope.	carstvo	447.0	10.0	False	False
Kako se bolest pogoršava, kost se može inficirati.	bolest	448.0	3.0	True	False
U astronomiji se retko može videti prolazak jedne planete ispred druge (okultacija), kada se posmatra sa Zemlje.	druge	450.0	11.0	False	False
Ukoliko se simptomi pogoršaju, upala pluća se ne smanji tokom kućnog lečenja ili nastanu komplikacije, možda će biti potrebno bolničko lečenje.	se			False	False
O njegovim ranim godinama nema podataka.	godinama	454.0	4.0	True	False
Temperaturna razlika između leta i zime je relativno velika, zbog geografskog položaja bez izlaza na more.	razlika	455.0	2.0	False	False
Temperaturna razlika između leta i zime je relativno velika, zbog geografskog položaja bez izlaza na more.	leta	455.0	4.0	True	False
Krstaši su odlučili da napadnu Damask sa zapada, zbog voćnjaka koji bi ih stalno opskrbljivali hranom.	napadnu	457.0	5.0	False	False
Sadrži žive bakterije i na taj način može širiti infekciju.	način	458.0	7.0	False	False
Sadrži žive bakterije i na taj način može širiti infekciju.	infekciju	458.0	10.0	False	False
Godine 1946. postao je deo nezavisne Sirije.	Godine	461.0	1.0	False	False
Godine 1946. postao je deo nezavisne Sirije.	postao	461.0	3.0	False	False
Popokatepetl se nalazi 70 km (43 milje) jugoistočno od Meksiko Sitija, odakle se obično može videti, u zavisnosti od atmosferskih uslova.	odakle	462.0	15.0	False	False
Popokatepetl se nalazi 70 km (43 milje) jugoistočno od Meksiko Sitija, odakle se obično može videti, u zavisnosti od atmosferskih uslova.	obično	462.0	17.0	False	False
Političke grupe CoR, odnosno 32 članice CoR-a, mogu sastavljati odluke.	grupe	463.0	2.0	False	False
Političke grupe CoR, odnosno 32 članice CoR-a, mogu sastavljati odluke.	članice	463.0	7.0	True	False
Političke grupe CoR, odnosno 32 članice CoR-a, mogu sastavljati odluke.	sastavljati	463.0	11.0	False	False
Političke grupe CoR, odnosno 32 članice CoR-a, mogu sastavljati odluke.	odluke	463.0	12.0	False	False
Katalog za vizuelizaciju nudi kolekciju alata za vizuelizaciju, kao i vizuelizacije za obuku i za ponovno korišćenje za sve nivoe stručnosti u vizuelizaciji podataka, od početnika do stručnjaka.	nudi	464.0	4.0	False	False
Katalog za vizuelizaciju nudi kolekciju alata za vizuelizaciju, kao i vizuelizacije za obuku i za ponovno korišćenje za sve nivoe stručnosti u vizuelizaciji podataka, od početnika do stručnjaka.	kolekciju	464.0	5.0	False	False
Katalog za vizuelizaciju nudi kolekciju alata za vizuelizaciju, kao i vizuelizacije za obuku i za ponovno korišćenje za sve nivoe stručnosti u vizuelizaciji podataka, od početnika do stručnjaka.	alata	464.0	6.0	False	False
Katalog za vizuelizaciju nudi kolekciju alata za vizuelizaciju, kao i vizuelizacije za obuku i za ponovno korišćenje za sve nivoe stručnosti u vizuelizaciji podataka, od početnika do stručnjaka.	nivoe	464.0	21.0	False	False
Većina oficira je prestara i moraju da budu zamenjeni mladima.	moraju	465.0	6.0	False	False
Za trenutni ciklus finansiranja ESF-a ovi ciljevi su: cilj regionalne konkurentnosti i zapošljavanja: jačanje regionalne konkurentnosti, zapošljavanja i privlačnosti za investicije.	ciklus	466.0	3.0	False	False
Za trenutni ciklus finansiranja ESF-a ovi ciljevi su: cilj regionalne konkurentnosti i zapošljavanja: jačanje regionalne konkurentnosti, zapošljavanja i privlačnosti za investicije.	ciljevi	466.0	7.0	False	False
Za trenutni ciklus finansiranja ESF-a ovi ciljevi su: cilj regionalne konkurentnosti i zapošljavanja: jačanje regionalne konkurentnosti, zapošljavanja i privlačnosti za investicije.	cilj	466.0	10.0	False	False
Dejvid Vudard je američki pisac i dirigent.	pisac	467.0	5.0	False	False
Prijem u bolnicu je retko potreban.	Prijem	468.0	1.0	False	False
Prijem u bolnicu je retko potreban.	bolnicu	468.0	3.0	False	False
Dugo se mislilo da je to najduži poznati dinosaurus.	poznati	470.0	8.0	False	False
U regionima za konvergenciju, ESF sufinansira i do 85 % ukupnih troškova.	troškova	471.0	13.0	False	False
U regionima za regionalnu konkurentnost i zapošljavanje češće se primenjuje 50 % sufinansiranja.	zapošljavanje	472.0	7.0	True	False
U regionima za regionalnu konkurentnost i zapošljavanje češće se primenjuje 50 % sufinansiranja.	primenjuje	472.0	10.0	True	False
Abu Nuvas se smatra jednim od velikana klasične arapske književnosti.	smatra	474.0	4.0	False	False
Abu Nuvas se smatra jednim od velikana klasične arapske književnosti.	arapske	474.0	9.0	False	False
Tinitus nije bolest, već simptom koji može nastati usled različitih poremećaja.	bolest	475.0	3.0	True	False
Tinitus nije bolest, već simptom koji može nastati usled različitih poremećaja.	različitih	475.0	11.0	False	False
Vudard je 1990. izmislio fiktivnu psihoaktivnu mašinu nazvanu „Feraliminal Lycanthropizer”, čije je dejstvo navodno suprotno dejstvu mašine poznate kao „Dreamachine“.	navodno	476.0	17.0	False	False
Vudard je 1990. izmislio fiktivnu psihoaktivnu mašinu nazvanu „Feraliminal Lycanthropizer”, čije je dejstvo navodno suprotno dejstvu mašine poznate kao „Dreamachine“.	mašine	476.0	20.0	False	False
Godine 2000. crkva je renovirana i iznutra i spolja.	Godine	479.0	1.0	False	False
Godine 2000. crkva je renovirana i iznutra i spolja.	renovirana	479.0	5.0	False	False
Taj dan je odgovarao 29. februaru po julijanskom kalendaru i 11. martu po gregorijanskom kalendaru.	dan	481.0	2.0	False	False
Taj dan je odgovarao 29. februaru po julijanskom kalendaru i 11. martu po gregorijanskom kalendaru.	odgovarao	481.0	4.0	False	False
Kvadratna matrica je matrica sa istim brojem redova i kolona.	istim	482.0	6.0	False	False
Kvadratna matrica je matrica sa istim brojem redova i kolona.	brojem	482.0	7.0	False	False
Kvadratna matrica je matrica sa istim brojem redova i kolona.	redova	482.0	8.0	False	False
U prijateljskoj utakmici u Novosibirsku učestvovala su deca sa invaliditetom–ekipa Novosibirske oblasti Jermak–Sibir.	oblasti	484.0	14.0	False	False
Univerzalni mobilni telekomunikacioni sistem (UMTS) jedan je od novih 3G mobilnih komunikacionih sistema „treće generacije“.	sistem	485.0	4.0	False	False
UEFA je osnovana 15. juna 1954. u Bazelu u Švajcarskoj, nakon konsultacija između italijanskog, francuskog i belgijskog saveza.	saveza	486.0	20.0	False	False
Panetijer se prvi put pojavila u reklamama kada je imala jedanaest meseci, a prva je bila reklama za vozić, igračku koju je napravila kompanija Plejskul (Playskool).	prvi	487.0	3.0	False	False
Panetijer se prvi put pojavila u reklamama kada je imala jedanaest meseci, a prva je bila reklama za vozić, igračku koju je napravila kompanija Plejskul (Playskool).	reklamama	487.0	7.0	False	False
Panetijer se prvi put pojavila u reklamama kada je imala jedanaest meseci, a prva je bila reklama za vozić, igračku koju je napravila kompanija Plejskul (Playskool).	prva	487.0	15.0	False	False
Panetijer se prvi put pojavila u reklamama kada je imala jedanaest meseci, a prva je bila reklama za vozić, igračku koju je napravila kompanija Plejskul (Playskool).	reklama	487.0	18.0	False	False
Pijanac koji pije da bi zaboravio na sramotu što pije.	pije	488.0	3.0	False	False
Pijanac koji pije da bi zaboravio na sramotu što pije.	zaboravio	488.0	6.0	False	False
Pijanac koji pije da bi zaboravio na sramotu što pije.	pije	488.0	10.0	False	False
FK Askoli Kalčo 1898, koji se obično naziva Askoli, jeste italijanski fudbalski klub sa sedištem u gradu Askoli Pičeno, u oblasti Marke.	oblasti	490.0	24.0	False	False
Bogatstvo i raznolikost životnih formi doprinose ostvarenju ovih vrednosti, a takođe su dragocene same po sebi.	formi	491.0	5.0	False	False
Bogatstvo i raznolikost životnih formi doprinose ostvarenju ovih vrednosti, a takođe su dragocene same po sebi.	doprinose	491.0	6.0	False	False
Nakon leta u svemir Titov je bio na raznim visokim položajima u sovjetskom svemirskom programu, sve dok nije penzionisan 1992.	raznim	492.0	9.0	False	False
Nakon leta u svemir Titov je bio na raznim visokim položajima u sovjetskom svemirskom programu, sve dok nije penzionisan 1992.	visokim	492.0	10.0	True	False
Nakon leta u svemir Titov je bio na raznim visokim položajima u sovjetskom svemirskom programu, sve dok nije penzionisan 1992.	položajima	492.0	11.0	False	False
Rexx (Restructured Extended Executor) je interpretativni programski jezik koji je razvio Majk Kaulišo u IBM-u.	razvio	495.0	13.0	False	False
Kroz nekoliko dana u Moskvi su nastavljeni mirovni pregovori.	nekoliko	496.0	2.0	False	False
Ugovor je otvoren za potpisivanje 16. septembra 1987. godine, a stupio je na snagu 1. januara 1989. godine.	otvoren	497.0	3.0	False	False
Uz to, imaju mogućnost da koriste štit.	koriste	498.0	7.0	False	False
Mediji su pratili svaki njen korak — fotografije i članke o njoj objavljivale su najčitanije sovjetske novine i časopisi dok bi bila na putovanju i nakon toga.	putovanju	499.0	24.0	False	False
Među njegovim učiteljima bio je Pjetro Maskanji, koji ga je veoma cenio.	učiteljima	500.0	3.0	False	False
