#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.WSD|Comment|Explanation|KBid|NumberOfSenses|Origine|Possible


#Text=Zatim se imenuje izvestilac koji će sastaviti mišljenje Komiteta.
433-20	36756-36757	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	

#Text=Georg je kasnije postao veliki saveznik cara Maksimilijana I i podržavao je njegove pohode na Švabiju, Švajcarsku, Geldern i Ugarsku.
434-1	36757-36762	Georg	N	PROPN	http://www.wikidata.org/entity/Q64254	PERS	Georg	_	_	_	_	_	_	_	_	_	
434-2	36763-36765	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	
434-3	36766-36773	kasnije	ADV	ADV	_	_	kasnije	_	_	_	*	simple_wsd - ENG30-00061203-b:0.5512::događa se u vreme koje sledi nakon referentnog vremena - ENG30-00155488-b:0.4183::u nekom budućem trenutku	http://llod.jerteh.rs/WSD/seENG3000061203b	2	simple_wsd	ENG30-00061203-b;ENG30-00155488-b	
434-4	36774-36780	postao	V	VERB	_	_	postati	_	_	_	*	simple_wsd - ENG30-00149583-v:0.6233::Doći u određeno stanje, steći izvestan status. - ENG30-02381571-v:0.5734::postati kralj ili kraljica - ENG30-00094460-v:0.5460::promeniti se (u pogledu fizičkih karakteristika i atributa)	http://llod.jerteh.rs/WSD/seENG3000149583v	5	simple_wsd	ENG30-00094460-v;ENG30-00149583-v;ENG30-02381571-v;ENG30-02623529-v;ENG30-02626604-v	
434-5	36781-36787	veliki	A	ADJ	_	_	velik	_	_	_	*	simple_wsd - ENG30-01488616-a:0.6188::potpuno razvijen (za ljude i životinje). - ENG30-01467919-a:0.5989::koji je velikog slova - ENG30-01278080-a:0.5608::Za osobe, koji stoji iznad drugih po karakteru ili postignućima ili ugledu.	http://llod.jerteh.rs/WSD/seENG3001488616a	11	simple_wsd	CV0139;ENG30-00579622-a;ENG30-01114658-a;ENG30-01190683-a;ENG30-01278080-a;ENG30-01278818-a;ENG30-01375909-a;ENG30-01386883-a;ENG30-01467919-a;ENG30-01488616-a;ENG30-01510444-a	
434-6	36788-36796	saveznik	N	NOUN	_	_	saveznik	_	_	_	*	simple_wsd - ENG30-08305942-n:0.5504::Prijateljska država.	http://llod.jerteh.rs/WSD/seENG3008305942n	1	simple_wsd	ENG30-08305942-n	
434-7	36797-36801	cara	N	NOUN	http://www.wikidata.org/entity/Q39018	ROLE	car	_	_	_	*	simple_wsd - CV0268:0.5261::onaj ili ono što se ističe u nečemu iznos svih ili svega (snagom lepotom, hrabrošću itd.) - ENG30-02301935-n:0.4618::veliki moljac umerenih šuma Evroazije sa providnim krilima sa velikim krljuštima - ENG30-10053004-n:0.4068::muški valdar imperije, carevine	http://llod.jerteh.rs/WSD/seCV0268	4	simple_wsd	CV0268;ENG30-02278839-n;ENG30-02301935-n;ENG30-10053004-n	
434-8	36802-36815	Maksimilijana	N	PROPN	http://www.wikidata.org/entity/Q150726[150]	PERS[150]	Maksimilijan	_	_	_	_	_	_	_	_	_	
434-9	36816-36817	I	RN	NUM	http://www.wikidata.org/entity/Q150726[150]	PERS[150]	I	_	_	_	_	_	_	_	_	_	
434-10	36818-36819	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	_	
434-11	36820-36829	podržavao	V	VERB	_	_	podržavati	_	_	_	*	simple_wsd - ENG30-00806314-v:0.5900::usvojiti kao verovanje - ENG30-02663340-v:0.5470::podržati dokazima ili autoritetom ili učiniti sigurnijim ili potvrditi - ENG30-01148710-v:0.5447::kome stranu držati; uz koga stati; za koga snažnu podršku izraziti	http://llod.jerteh.rs/WSD/seENG3000806314v	6	simple_wsd	ENG30-00719231-v;ENG30-00806314-v;ENG30-01148710-v;ENG30-01149138-v;ENG30-02556126-v;ENG30-02663340-v	
434-12	36830-36832	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	
434-13	36833-36840	njegove	PRO	DET	_	_	njegov	_	_	_	_	_	_	_	_	_	
434-14	36841-36847	pohode	N	NOUN	_	_	pohod	_	_	_	*	simple_wsd - ENG30-00968155-n:0.6241::Nekoliko povezanih operacija usmerenih na postizanje određenog cilja (obično unutar geografskih i vremenskih ograničenj… - ENG30-00798245-n:0.5405::niz dela koji teži određenom cilju	http://llod.jerteh.rs/WSD/seENG3000968155n	2	simple_wsd	ENG30-00798245-n;ENG30-00968155-n	
434-15	36848-36850	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	_	_	
434-16	36851-36858	Švabiju	N	PROPN	http://www.wikidata.org/entity/Q10557	LOC	Švabija	_	_	_	_	_	_	_	_	_	
434-17	36858-36859	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	_	
434-18	36860-36870	Švajcarsku	N	PROPN	http://www.wikidata.org/entity/Q39	LOC	Švajcarska	_	_	_	_	_	_	_	_	_	
434-19	36870-36871	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	_	
434-20	36872-36879	Geldern	N	PROPN	http://www.wikidata.org/entity/Q16024	LOC	Geldern	_	_	_	_	_	_	_	_	_	
434-21	36880-36881	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	_	
434-22	36882-36889	Ugarsku	N	PROPN	http://www.wikidata.org/entity/Q28	LOC	Ugarska	_	_	_	_	_	_	_	_	_	
434-23	36889-36890	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	

#Text=Mi smo crni i ponosni smo što smo crni.
435-1	36890-36892	Mi	PRO	PRON	_	_	mi	_	_	_	_	_	_	_	_	_	
435-2	36893-36896	smo	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	
435-3	36897-36901	crni	A	ADJ	_	_	crn	_	_	_	*	simple_wsd - ENG30-00392812-a:0.5232::ahromatske boje maksimalnog mraka; sa malo ili bez nijanse zbog apsorpcije skoro sve upadne svetlosti; „crne kožne jakn… - ENG30-00421002-a:0.3904::zamrljan prljavštinom i čađi	http://llod.jerteh.rs/WSD/seENG3000392812a	2	simple_wsd	ENG30-00392812-a;ENG30-00421002-a	
435-4	36902-36903	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	_	
435-5	36904-36911	ponosni	A	ADJ	_	_	ponosan	_	_	_	*	simple_wsd - ENG30-00704898-a:0.4499::veseo i ponosan, naročito zbog trijumfa i uspeha	http://llod.jerteh.rs/WSD/seENG3000704898a	1	simple_wsd	ENG30-00704898-a	
435-6	36912-36915	smo	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	
435-7	36916-36919	što	CONJ	SCONJ	_	_	što	_	_	_	_	_	_	_	_	_	
435-8	36920-36923	smo	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	
435-9	36924-36928	crni	A	ADJ	_	_	crn	_	_	_	*	simple_wsd - ENG30-00392812-a:0.5409::ahromatske boje maksimalnog mraka; sa malo ili bez nijanse zbog apsorpcije skoro sve upadne svetlosti; „crne kožne jakn… - ENG30-00421002-a:0.4104::zamrljan prljavštinom i čađi	http://llod.jerteh.rs/WSD/seENG3000392812a	2	simple_wsd	ENG30-00392812-a;ENG30-00421002-a	
435-10	36928-36929	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	

#Text=Džejms Nejsmit je objavio pravila košarke.
436-1	36929-36935	Džejms	N	PROPN	http://www.wikidata.org/entity/Q188962[151]	PERS[151]	Džejms	_	_	_	_	_	_	_	_	_	
436-2	36936-36943	Nejsmit	N	PROPN	http://www.wikidata.org/entity/Q188962[151]	PERS[151]	Nejsmit	_	_	_	_	_	_	_	_	_	
436-3	36944-36946	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	
436-4	36947-36954	objavio	V	VERB	_	_	objaviti	_	_	_	*	simple_wsd - ENG30-00974367-v:0.6530::Učiniti poznatim oglašavanjem. - ENG30-01591621-v:0.5826::staviti na neko javno mesto ili radi javnog obaveštavanja - ENG30-01717851-v:0.5448::napraviti svoj debi	http://llod.jerteh.rs/WSD/seENG3000974367v	13	simple_wsd	ENG30-00841986-v;ENG30-00930806-v;ENG30-00932161-v;ENG30-00965871-v;ENG30-00967625-v;ENG30-00974367-v;ENG30-00977336-v;ENG30-01017001-v;ENG30-01065115-v;ENG30-01591621-v;ENG30-01717851-v;ENG30-01744611-v;ENG30-01745722-v	
436-5	36955-36962	pravila	N	NOUN	_	_	pravilo	_	_	_	*	simple_wsd - ENG30-06652242-n:0.5465::Propisano uputstvo za ponašanje ili delovanje. - ENG30-05913538-n:0.5349::osnovna generalizacija koja se prihvata kao istinita i koja se može koristiti kao osnova za razmišljanje ili ponašanje - ENG30-05846932-n:0.4972::u matematici, standardna procedura koja se koristi za rešavanje neke klase problema	http://llod.jerteh.rs/WSD/seENG3006652242n	6	simple_wsd	ENG30-05667613-n;ENG30-05846932-n;ENG30-05874232-n;ENG30-05913538-n;ENG30-06652242-n;ENG30-06788897-n	
436-6	36963-36970	košarke	N	NOUN	_	_	košarka	_	_	_	*	simple_wsd - ENG30-00480993-n:0.4714::Igra koju na tereni igraju dva suprotstavljena tima od po 5 igrača; poeni se stiču ubacivanjem lopte kroz horizontalno …	http://llod.jerteh.rs/WSD/seENG3000480993n	1	simple_wsd	ENG30-00480993-n	
436-7	36970-36971	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	

#Text=U nekim oblastima, kao što su matematika, računarstvo, ekonomija i društvene nauke, NSF je glavni izvor federalne podrške.
437-1	36971-36972	U	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	_	
437-2	36973-36978	nekim	PRO	DET	_	_	neki	_	_	_	_	_	_	_	_	_	
437-3	36979-36988	oblastima	N	NOUN	_	_	oblast	_	_	_	*	simple_wsd - ENG30-08497294-n:0.5158::Posebno geografsko područje nedefinisanih granica, obično ima posebno namenu ili se razlikuje po ljudima, kulturi ili z… - ENG30-08538426-n:0.4461::Zona grada ili varoši omeđena iz administrativnih razloga. - ENG30-05997814-n:0.4190::domen znanja koji vas zanima ili o kome komunicirate	http://llod.jerteh.rs/WSD/seENG3008497294n	4	simple_wsd	ENG30-05997814-n;ENG30-08497294-n;ENG30-08538426-n;ENG30-08552138-n	
437-4	36988-36989	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	_	
437-5	36990-36993	kao	CONJ	SCONJ	_	_	kao	1[380]	kao što[380]	ConjID[380]	*[723]	simple_wsd - LLM-0091:0.5103::Veznik koji uvodi poređenje ili primer; na način kao.[2291]	http://llod.jerteh.rs/WSD/seLLM0091[2291]	1[2291]	simple_wsd	LLM-0091[2291]	
437-6	36994-36997	što	CONJ	SCONJ	_	_	što	1[380]	kao što[380]	ConjID[380]	*[723]	simple_wsd - LLM-0091:0.5103::Veznik koji uvodi poređenje ili primer; na način kao.[2291]	http://llod.jerteh.rs/WSD/seLLM0091[2291]	1[2291]	simple_wsd	LLM-0091[2291]	
437-7	36998-37000	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	
437-8	37001-37011	matematika	N	NOUN	_	_	matematika	_	_	_	*	simple_wsd - ENG30-06000644-n:0.5219::Nauka (ili grupa srodnih nauka) koja se bavi logikom količine i oblika i poretka.	http://llod.jerteh.rs/WSD/seENG3006000644n	1	simple_wsd	ENG30-06000644-n	
437-9	37011-37012	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	_	
437-10	37013-37024	računarstvo	N	NOUN	_	_	računarstvo	_	_	_	*	simple_wsd - ENG30-06128570-n:0.4047::deo tehničkih nauka koji izučava uz pomć računara izračunljive procese i strukture	http://llod.jerteh.rs/WSD/seENG3006128570n	1	simple_wsd	ENG30-06128570-n	
437-11	37024-37025	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	_	
437-12	37026-37035	ekonomija	N	NOUN	_	_	ekonomija	_	_	_	*	simple_wsd - ENG30-08366753-n:0.4907::Sistem proizvođnje, distribucije i potrošnje. - ENG30-06149484-n:0.4335::grana društvenih nauka koja se bavi proizvodnjom i distribucijom i potrošnjom dobara i usluga i njihovim upravljanjem	http://llod.jerteh.rs/WSD/seENG3008366753n	2	simple_wsd	ENG30-06149484-n;ENG30-08366753-n	
437-13	37036-37037	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	_	
437-14	37038-37047	društvene	A	ADJ	_	_	društven	2[381]	društvena nauka[381]	NID[381]	*[724]	simple_wsd - ENG30-06143154-n:0.5352::grana nauke koje izučava društvo i odnose jedinki u njemu - ENG30-06153846-n:0.3687::učenje koje treba da obezbedi opšte znanje i intelektualne veštine a ne zanimanje i profesionalne veštine[2292]	http://llod.jerteh.rs/WSD/seENG3006143154n[2292]	2[2292]	simple_wsd	ENG30-06143154-n;ENG30-06153846-n[2292]	
437-15	37048-37053	nauke	N	NOUN	_	_	nauka	2[381]	društvena nauka[381]	NID[381]	*[724]	simple_wsd - ENG30-06143154-n:0.5352::grana nauke koje izučava društvo i odnose jedinki u njemu - ENG30-06153846-n:0.3687::učenje koje treba da obezbedi opšte znanje i intelektualne veštine a ne zanimanje i profesionalne veštine[2292]	http://llod.jerteh.rs/WSD/seENG3006143154n[2292]	2[2292]	simple_wsd	ENG30-06143154-n;ENG30-06153846-n[2292]	
437-16	37053-37054	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	_	
437-17	37055-37058	NSF	ABB	X	http://www.wikidata.org/entity/Q304878	ORG	NSF	_	_	_	_	_	_	_	_	_	
437-18	37059-37061	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	
437-19	37062-37068	glavni	A	ADJ	_	_	glavni	_	_	_	*	simple_wsd - ENG30-01277426-a:0.4981::koji je najvažniji - ENG30-01852174-a:0.4358::prvog ranga ili važnosti ili vrednosti; direktno i neposredno, a ne iz druge ruke - ENG30-01012990-a:0.4239::koji je prvi po rangu ili stepenu	http://llod.jerteh.rs/WSD/seENG3001277426a	6	simple_wsd	ENG30-00730215-a;ENG30-01012990-a;ENG30-01277426-a;ENG30-01472628-a;ENG30-01852174-a;ENG30-01852548-a	
437-20	37069-37074	izvor	N	NOUN	_	_	izvor	_	_	_	*	simple_wsd - ENG30-09443453-n:0.4651::Prirodan izvor vode iz zemlje. - ENG30-07258664-n:0.4491::publikacija (ili odlomak iz publikacije) na koju se poziva - ENG30-04263614-n:0.4066::Mesto gde se nešto može nabaviti.	http://llod.jerteh.rs/WSD/seENG3009443453n	5	simple_wsd	ENG30-04263614-n;ENG30-06675122-n;ENG30-07258664-n;ENG30-08507558-n;ENG30-09443453-n	
437-21	37075-37084	federalne	A	ADJ	_	_	federalni	_	_	_	*	simple_wsd - ENG30-01107206-a:0.6090::koji je karakterističan za ili koji odražava takav oblik vlasti u kome je vlast podeljena između jedne centralne i neko… - ENG30-02725829-a:0.6004::koji se odnosi na centralnu vladu federacije - ENG30-03037407-a:0.4506::koji se odnosi na ljude koji vode saveznu vladu	http://llod.jerteh.rs/WSD/seENG3001107206a	3	simple_wsd	ENG30-01107206-a;ENG30-02725829-a;ENG30-03037407-a	
437-22	37085-37092	podrške	N	NOUN	_	_	podrška	_	_	_	*	simple_wsd - ENG30-01213886-n:0.5548::Čin pružanja odobravanja i podrške. - ENG30-01214746-n:0.5482::čin iskrene podrške ili podsticanja - ENG30-01219551-n:0.4921::čin izvršen radi podrške ponašanju koje se odobrava	http://llod.jerteh.rs/WSD/seENG3001213886n	9	simple_wsd	ENG30-01212519-n;ENG30-01212882-n;ENG30-01213886-n;ENG30-01214746-n;ENG30-01215036-n;ENG30-01215902-n;ENG30-01219551-n;ENG30-05693919-n;ENG30-13365698-n	
437-23	37092-37093	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	

#Text=Katalonija se sastoji od četiri provincije: Barselone, Đirone, Ljeide i Taragona.
438-1	37093-37103	Katalonija	N	PROPN	http://www.wikidata.org/entity/Q5705	LOC	Katalonija	_	_	_	_	_	_	_	_	_	
438-2	37104-37106	se	PAR	PART	_	_	se	1	*	IRV	*[725]	simple_wsd - ENG30-02632940-v:0.6062::imati kao deo, biti sastavljen od - CVMWE-0394:0.5975::biti sastavljen iz (od) nečega[2293]	http://llod.jerteh.rs/WSD/seENG3002632940v[2293]	2[2293]	simple_wsd	CVMWE-0394;ENG30-02632940-v[2293]	
438-3	37107-37114	sastoji	V	VERB	_	_	sastojati	1	sastojati se	IRV	*[725]	simple_wsd - ENG30-02632940-v:0.6062::imati kao deo, biti sastavljen od - CVMWE-0394:0.5975::biti sastavljen iz (od) nečega[2293]	http://llod.jerteh.rs/WSD/seENG3002632940v[2293]	2[2293]	simple_wsd	CVMWE-0394;ENG30-02632940-v[2293]	
438-4	37115-37117	od	PREP	ADP	_	_	od	_	_	_	_	_	_	_	_	_	
438-5	37118-37124	četiri	NUM	NUM	_	_	četiri	_	_	_	_	_	_	_	_	_	
438-6	37125-37135	provincije	N	NOUN	_	_	provincija	_	_	_	*	simple_wsd - ENG30-08654360-n:0.3847::Teritorija koju zauzima jedno od konstitutivnih administrativnih područja države.	http://llod.jerteh.rs/WSD/seENG3008654360n	1	simple_wsd	ENG30-08654360-n	
438-7	37135-37136	:	PUNCT	PUNCT	_	_	:	_	_	_	_	_	_	_	_	_	
438-8	37137-37146	Barselone	N	PROPN	http://www.wikidata.org/entity/Q1492	LOC	Barselona	_	_	_	_	_	_	_	_	_	
438-9	37146-37147	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	_	
438-10	37148-37154	Đirone	N	PROPN	http://www.wikidata.org/entity/Q7038	LOC	Đirona	_	_	_	_	_	_	_	_	_	
438-11	37154-37155	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	_	
438-12	37156-37162	Ljeide	N	PROPN	http://www.wikidata.org/entity/Q15090	LOC	Ljeide	_	_	_	_	_	_	_	_	_	
438-13	37163-37164	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	_	
438-14	37165-37173	Taragona	N	PROPN	http://www.wikidata.org/entity/Q15088	LOC	Taragona	_	_	_	_	_	_	_	_	_	
438-15	37173-37174	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	

#Text=Vazarijev koridor je izgrađen za pet meseci po nalogu vojvode Kozima I de Medičija, po projektu Đorđa Vazarija.
439-1	37174-37183	Vazarijev	A	ADJ	http://www.wikidata.org/entity/Q913058[152]	ORG[152]	Vazarijev	_	_	_	*	simple_wsd - CVDf-388/0:0.5780::prisvojni pridev od Vazarij	http://llod.jerteh.rs/WSD/seCVDf388_0	1	simple_wsd	CVDf-388/0	
439-2	37184-37191	koridor	N	NOUN	http://www.wikidata.org/entity/Q913058[152]	ORG[152]	koridor	_	_	_	*	simple_wsd - DRJ0-196568/2:0.6025::uski deo zemlje ili vazdušnog prostora koji služi kao prolaz kroz tuđe državno ili vojno područje ili kao prolaz uopšte. - DRJ0-196568/1:0.4913::usko, dugačko predsoblje, hodnik; trem.	http://llod.jerteh.rs/WSD/seDRJ0196568_2	2	simple_wsd	DRJ0-196568/1;DRJ0-196568/2	
439-3	37192-37194	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	
439-4	37195-37203	izgrađen	V	VERB	_	_	izgraditi	_	_	_	*	simple_wsd - ENG30-00094460-v:0.4548::promeniti se (u pogledu fizičkih karakteristika i atributa) - ENG30-01685601-v:0.3833::biti angažovan u izgradnji - ENG30-01655505-v:0.3735::izgraditi ili uspostaviti nešto apstraktno	http://llod.jerteh.rs/WSD/seENG3000094460v	3	simple_wsd	ENG30-00094460-v;ENG30-01655505-v;ENG30-01685601-v	
439-5	37204-37206	za	PREP	ADP	_	_	za	_	_	_	_	_	_	_	_	_	
439-6	37207-37210	pet	NUM	NUM	_	_	pet	_	_	_	_	_	_	_	_	_	
439-7	37211-37217	meseci	N	NOUN	_	_	mesec	_	_	_	*	simple_wsd - ENG30-15207872-n:0.4986::Period između dva uzastopna mlada meseca, 29.531 dan. - ENG30-15209413-n:0.4792::Jedan od dvanaest delova kalendarske godine. - ENG30-09358550-n:0.4114::bilo koji predmet koji liči na mesec	http://llod.jerteh.rs/WSD/seENG3015207872n	7	simple_wsd	CVMWE-0348;ENG30-09358226-n;ENG30-09358550-n;ENG30-11484975-n;ENG30-15206296-n;ENG30-15207872-n;ENG30-15209413-n	
439-8	37218-37220	po	PREP	ADP	_	_	po	_	_	_	_	_	_	_	_	_	
439-9	37221-37227	nalogu	N	NOUN	_	_	nalog	_	_	_	*	simple_wsd - ENG30-07168131-n:0.5676::Autoritativna uputa ili naređenje da se nešto uradi.	http://llod.jerteh.rs/WSD/seENG3007168131n	1	simple_wsd	ENG30-07168131-n	
439-10	37228-37235	vojvode	N	NOUN	http://www.wikidata.org/entity/Q166886	ROLE	vojvoda	_	_	_	*	simple_wsd - ENG30-10038778-n:0.3947::plemić (u raznim zemljama) visokog ranga	http://llod.jerteh.rs/WSD/seENG3010038778n	1	simple_wsd	ENG30-10038778-n	
439-11	37236-37242	Kozima	N	PROPN	http://www.wikidata.org/entity/Q48547[153]	PERS[153]	Kozimo	_	_	_	_	_	_	_	_	_	
439-12	37243-37244	I	RN	NUM	http://www.wikidata.org/entity/Q48547[153]	PERS[153]	I	_	_	_	_	_	_	_	_	_	
439-13	37245-37247	de	F	X	http://www.wikidata.org/entity/Q48547[153]	PERS[153]	de	_	_	_	_	_	_	_	_	_	
439-14	37248-37256	Medičija	N	PROPN	http://www.wikidata.org/entity/Q48547[153]	PERS[153]	Mediči	_	_	_	_	_	_	_	_	_	
439-15	37256-37257	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	_	
439-16	37258-37260	po	PREP	ADP	_	_	po	_	_	_	_	_	_	_	_	_	
439-17	37261-37269	projektu	N	NOUN	_	_	projekt	_	_	_	*	simple_wsd - DRJ0-218747/2:0.6815::grafički prikaz, nacrt na kome je predstavljena struktura neke građevine, mehanizma, uređaja i dr.; osnovni plan. - DRJ0-218747/1:0.6008::razrađen program, plan za ostvarenje kakvog istraživanja, poduhvata, akcije, zamisli; samo to istraživanje, akcija, zam… - DRJ0-218747/3:0.3990::prethodni tekst kakvog dokumenta:	http://llod.jerteh.rs/WSD/seDRJ0218747_2	3	simple_wsd	DRJ0-218747/1;DRJ0-218747/2;DRJ0-218747/3	
439-18	37270-37275	Đorđa	N	PROPN	http://www.wikidata.org/entity/Q128027[154]	PERS[154]	Đorđe	_	_	_	_	_	_	_	_	_	
439-19	37276-37284	Vazarija	N	PROPN	http://www.wikidata.org/entity/Q128027[154]	PERS[154]	Vazari	_	_	_	_	_	_	_	_	_	
439-20	37284-37285	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	

#Text=Knjiga je verovatno nastala u skriptorijumu opatije Ehternah.
440-1	37285-37291	Knjiga	N	NOUN	_	_	knjiga	_	_	_	*	simple_wsd - ENG30-06413579-n:0.6395::obično velika i učena knjiga - ENG30-02870092-n:0.6377::Fizički objekat koji se sastoji od određenog broja povezanih stranica. - ENG30-06410904-n:0.5847::Primerak pisanog dela ili kompozicije koje izdato (štampano na povezanim listovima).	http://llod.jerteh.rs/WSD/seENG3006413579n	4	simple_wsd	ENG30-02870092-n;ENG30-06394865-n;ENG30-06410904-n;ENG30-06413579-n	
440-2	37292-37294	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	
440-3	37295-37304	verovatno	ADV	ADV	_	_	verovatno	_	_	_	*	simple_wsd - ENG30-00296131-b:0.6515::lako je poverovati na osnovu dostupnih dokaza - ENG30-00138611-b:0.5630::sa priličnom sigurnošću; bez mnogo sumnje - ENG30-00053952-b:0.4295::po razumnoj pretpostavci	http://llod.jerteh.rs/WSD/seENG3000296131b	3	simple_wsd	ENG30-00053952-b;ENG30-00138611-b;ENG30-00296131-b	
440-4	37305-37312	nastala	V	VERB	_	_	nastati	_	_	_	*	simple_wsd - ENG30-00360932-v:0.6274::Postati rođenjem. - ENG30-02624263-v:0.5987::nastati; kakvu formu ili oblik preuzeti - ENG30-02625786-v:0.5639::nastati ili se pojaviti	http://llod.jerteh.rs/WSD/seENG3000360932v	4	simple_wsd	ENG30-00360932-v;ENG30-02612368-v;ENG30-02624263-v;ENG30-02625786-v	
440-5	37313-37314	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	_	
440-6	37315-37328	skriptorijumu	N	NOUN	_	_	skriptorijum	_	_	_	*	simple_wsd - CVDf-242/0:0.6476::prostorija odvojena za pisanje, posebno ona u manastiru gde su se prepisivali rukopisi	http://llod.jerteh.rs/WSD/seCVDf242_0	1	simple_wsd	CVDf-242/0	
440-7	37329-37336	opatije	N	NOUN	_	_	opatija	_	_	_	*	simple_wsd - ENG30-02667478-n:0.5774::manastir kojim upravlja igumanija - ENG30-02667379-n:0.5588::manastir kojim upravlja iguman	http://llod.jerteh.rs/WSD/seENG3002667478n	2	simple_wsd	ENG30-02667379-n;ENG30-02667478-n	
440-8	37337-37345	Ehternah	N	PROPN	http://www.wikidata.org/entity/Q702704	LOC	Ehternah	_	_	_	_	_	_	_	_	_	
440-9	37345-37346	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	

#Text=Kodeks Ajkensis je korišćen u samostanu za proučavanje, ali i za širenje Hristovog učenja.
441-1	37346-37352	Kodeks	N	NOUN	http://www.wikidata.org/entity/Q3850784[155]	WORK[155]	kodeks	_	_	_	*	simple_wsd - ENG30-05668915-n:0.5416::kod ispravnog ponašanja - ENG30-06407372-n:0.5262::neukoričen rukopis nekog drevnog klasika (nasuprot svitku)	http://llod.jerteh.rs/WSD/seENG3005668915n	2	simple_wsd	ENG30-05668915-n;ENG30-06407372-n	
441-2	37353-37361	Ajkensis	N	PROPN	http://www.wikidata.org/entity/Q3850784[155]	WORK[155]	Ajkensis	_	_	_	_	_	_	_	_	_	
441-3	37362-37364	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	
441-4	37365-37373	korišćen	V	VERB	_	_	koristiti	_	_	_	*	simple_wsd - CV0117:0.5644::nešto "se koristi" ako se upotrebljava redovno ili uobičajeno u u nekim oklnostima ili za neke namene - ENG30-02561332-v:0.5494::za šta sebe iskoristiti - ENG30-02707429-v:0.4865::biti primenljiv na (npr. u vezi sa kakvom analizom)	http://llod.jerteh.rs/WSD/seCV0117	7	simple_wsd	CV0117;ENG30-01165043-v;ENG30-01224415-v;ENG30-02436963-v;ENG30-02541251-v;ENG30-02561332-v;ENG30-02707429-v	
441-5	37374-37375	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	_	
441-6	37376-37385	samostanu	N	NOUN	_	_	samostan	_	_	_	*	simple_wsd - ENG30-04073948-n:0.5634::Prebivalište koja je mesto verskog povlačenja, npr. manastir. - ENG30-02667478-n:0.5041::manastir kojim upravlja igumanija - ENG30-02667379-n:0.4849::manastir kojim upravlja iguman	http://llod.jerteh.rs/WSD/seENG3004073948n	3	simple_wsd	ENG30-02667379-n;ENG30-02667478-n;ENG30-04073948-n	
441-7	37386-37388	za	PREP	ADP	_	_	za	_	_	_	_	_	_	_	_	_	
441-8	37389-37400	proučavanje	N	NOUN	_	_	proučavanje	_	_	_	*	simple_wsd - RSSJ-42998/0:0.4962::radnja pažljivog ispitivanja, istraživanja i analiziranja nečega radi sticanja znanja ili razumevanja.	http://llod.jerteh.rs/WSD/seRSSJ42998_0	1	simple_wsd	RSSJ-42998/0	
