#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.sense|SenseID|Number_of_candidate_senses|List_of_candidate_senses|Ainotes


#Text=On obično igra na poziciji levog krila ili levog beka.
#Text=Softver SnatchBot je besplatan alat za kreiranje čet botova, dizajniran za društvene mreže, zasnovan na radu u oblaku.
172-1	2308-2315	Softver	N	NOUN	_	_	softver	_	_	_	ENG30-06566077-n	1	ENG30-06566077-n	Definicija softvera kao programa ili skupa programa koji omogućavaju rad računarskog sistema savršeno odgovara kontekstu rečenice, gde se SnatchBot opisuje kao softver za kreiranje čet botova.	
172-2	2316-2325	SnatchBot	F	X	http://www.wikidata.org/entity/Q47458384	PRODUCT	SnatchBot	_	_	_	_	_	_	_	
172-3	2326-2328	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
172-4	2329-2338	besplatan	A	ADJ	_	_	besplatan	_	_	_	ENG30-01710260-a	1	ENG30-01710260-a	U navedenom kontekstu, 'besplatan' znači da se softver SnatchBot može koristiti bez ikakve novčane naknade, što odgovara značenju 'ne košta ništa'.	
172-5	2339-2343	alat	N	NOUN	_	_	alat	_	_	_	ENG30-00173761-n	3	ENG30-00173761-n;ENG30-02729965-n;ENG30-04451818-n	U datom kontekstu, "alat" se odnosi na softver SnatchBot kao sredstvo za kreiranje čet botova, što odgovara značenju 'sredstvo kojim se neki čin ostvaruje'.	
172-6	2344-2346	za	PREP	ADP	_	_	za	_	_	_	_	_	_	_	
172-7	2347-2356	kreiranje	N	NOUN	_	_	kreiranje	_	_	_	ENG30-00908492-n	2	ENG30-00240184-n;ENG30-00908492-n	U kontekstu rečenice, 'kreiranje' se odnosi na čin stvaranja čet botova, što je ljudska aktivnost stvaranja nečega.	
172-8	2357-2360	čet	N	NOUN	_	_	čet	2[820]	čet bot[820]	NID[820]	LLM-0024[3519]	1[3519]	LLM-0024[3519]	U navedenom kontekstu, 'čet bot' se odnosi na kompjuterski program koji simulira razgovor, što je u skladu sa definicijom značenja LLM-0024.[3519]	
172-9	2361-2367	botova	N	NOUN	_	_	bot	2[820]	čet bot[820]	NID[820]	LLM-0024[3519]	1[3519]	LLM-0024[3519]	U navedenom kontekstu, 'čet bot' se odnosi na kompjuterski program koji simulira razgovor, što je u skladu sa definicijom značenja LLM-0024.[3519]	
172-10	2367-2368	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
172-11	2369-2379	dizajniran	A	ADJ	_	_	dizajniran	_	_	_	ENG30-01737025-a	1	ENG30-01737025-a	U kontekstu rečenice, 'dizajniran' se odnosi na to da je softver SnatchBot planiran i stvoren sa specifičnom svrhom i načinom rada, što odgovara značenju 'koji je planiran ili stvoren na umetnički ili vešt način'.	
172-12	2380-2382	za	PREP	ADP	_	_	za	_	_	_	_	_	_	_	
172-13	2383-2392	društvene	A	ADJ	_	_	društven	1[821]	društvena mreža[821]	NID[821]	LLM-0039[3520]	1[3520]	LLM-0039[3520]	Definicija 'digitalna platforma za povezivanje, komunikaciju i interakciju između korisnika' se savršeno uklapa u kontekst rečenice, jer se softver SnatchBot koristi za kreiranje čet botova za takve platforme.[3520]	
172-14	2393-2398	mreže	N	NOUN	_	_	mreža	1[821]	društvena mreža[821]	NID[821]	LLM-0039[3520]	1[3520]	LLM-0039[3520]	Definicija 'digitalna platforma za povezivanje, komunikaciju i interakciju između korisnika' se savršeno uklapa u kontekst rečenice, jer se softver SnatchBot koristi za kreiranje čet botova za takve platforme.[3520]	
172-15	2398-2399	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
172-16	2400-2408	zasnovan	A	ADJ	_	_	zasnovan	_	_	_	ENG30-02976224-a	2	ENG30-01737025-a;ENG30-02976224-a	U ovom kontekstu, 'zasnovan na radu u oblaku' znači da je softver izveden ili se oslanja na rad u oblaku, što odgovara značenju 'koji je izveden iz (obično praćeno `on` ili `na`)'.	
172-17	2409-2411	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	
172-18	2412-2416	radu	N	NOUN	_	_	rad	_	_	_	ENG30-00575741-n	5	ENG30-00575741-n;ENG30-03838535-n;ENG30-04599396-n;ENG30-05755883-n;ENG30-06269956-n	U kontekstu rečenice, "rad" se odnosi na aktivnost ili proces koji se odvija u oblaku, a ne na konkretan proizvod ili umetničko delo. Značenje 'Aktivnost koja je usmerena ka tome da se nešto uradi' najbolje odgovara ovom kontekstu.	
172-19	2417-2418	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
172-20	2419-2425	oblaku	N	NOUN	_	_	oblak	_	_	_	NEW_SENSE	2	ENG30-09247410-n;ENG30-11439690-n	Nijedno od ponuđenih značenja ne odgovara kontekstu. U ovom slučaju, "oblak" se odnosi na "cloud computing", odnosno na mrežu udaljenih servera koji se koriste za skladištenje, upravljanje i obradu podataka, a ne na meteorološki fenomen ili skup čestica u vazduhu.	
172-21	2425-2426	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=O strategiji i budžetu ESF-a pregovaraju zemlje članice EU, Evropski parlament i Komisija EU.
173-1	2426-2427	O	PREP	ADP	_	_	o	_	_	_	_	_	_	_	
173-2	2428-2438	strategiji	N	NOUN	_	_	strategija	_	_	_	ENG30-05905348-n	2	ENG30-05905348-n;ENG30-06249177-n	U kontekstu rečenice, "strategija" se odnosi na plan akcije ili politiku ESF-a o kojoj se pregovara, što odgovara značenju 'razvijen i sistematski plan akcije'.	
173-3	2439-2440	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
173-4	2441-2448	budžetu	N	NOUN	_	_	budžet	_	_	_	ENG30-13421462-n	2	ENG30-13421462-n;ENG30-13421832-n	U kontekstu rečenice, 'budžet' se odnosi na pregled predviđenih troškova i predloge kako ih ostvariti, jer se o njemu pregovara u okviru ESF-a.	
173-5	2449-2454	ESF-a	ABB	X	http://www.wikidata.org/entity/Q764847	ORG	ESF	_	_	_	_	_	_	_	
173-6	2455-2466	pregovaraju	V	VERB	_	_	pregovarati	_	_	_	ENG30-00761713-v	1	ENG30-00761713-v	U navedenom kontekstu, 'pregovarati' se odnosi na raspravu o uslovima strategije i budžeta ESF-a između zemalja članica EU, Evropskog parlamenta i Komisije EU, što odgovara značenju 'raspravljati o uslovima kakvog dogovora'.	
173-7	2467-2473	zemlje	N	NOUN	_	_	zemlja	1[822]	zemlja članica[822]	NID[822]	LLM-0341[3521]	1[3521]	LLM-0341[3521]	U navedenom kontekstu, 'zemlje članice EU' se odnosi na suverene države koje su članice Evropske unije, što se direktno poklapa sa definicijom.[3521]	
173-8	2474-2481	članice	N	NOUN	_	_	članica	1[822]	zemlja članica[822]	NID[822]	LLM-0341[3521]	1[3521]	LLM-0341[3521]	U navedenom kontekstu, 'zemlje članice EU' se odnosi na suverene države koje su članice Evropske unije, što se direktno poklapa sa definicijom.[3521]	
173-9	2482-2484	EU	ABB	X	http://www.wikidata.org/entity/Q458	ORG	EU	_	_	_	_	_	_	_	
173-10	2484-2485	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
173-11	2486-2494	Evropski	A	ADJ	*[87]	ORG[87]	evropski	_	_	_	_	_	_	_	
173-12	2495-2504	parlament	N	NOUN	*[87]	ORG[87]	parlament	_	_	_	_	_	_	_	
173-13	2505-2506	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
173-14	2507-2515	Komisija	N	NOUN	*[88]	ORG[88]	komisija	_	_	_	_	_	_	_	
173-15	2516-2518	EU	ABB	X	*[88]	ORG[88]	EU	_	_	_	_	_	_	_	
173-16	2518-2519	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Vudard je poznat po svojim replikama blago psihoaktivne lampe „Dreamachine“, koje su izložene u muzejima umetnosti širom sveta.
174-1	2519-2525	Vudard	N	PROPN	http://www.wikidata.org/entity/Q1177254	PERS	Vudard	_	_	_	_	_	_	_	
174-2	2526-2528	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
174-3	2529-2535	poznat	A	ADJ	_	_	poznat	_	_	_	ENG30-01375831-a	3	ENG30-00970249-a;ENG30-01375174-a;ENG30-01375831-a	U datom kontekstu, 'poznat' znači da je Vudard opšte prihvaćen i uvažen zbog svojih replika, što odgovara značenju 'opšte prihvaćen i uvažen'.	
174-4	2536-2538	po	PREP	ADP	_	_	po	_	_	_	_	_	_	_	
174-5	2539-2545	svojim	PRO	DET	_	_	svoj	_	_	_	_	_	_	_	
174-6	2546-2555	replikama	N	NOUN	_	_	replika	_	_	_	ENG30-04076533-n	1	ENG30-04076533-n	U navedenom kontekstu, 'replika' se odnosi na kopije Vudardovih lampi "Dreamachine", što odgovara definiciji kopije koja nije original.	
174-7	2556-2561	blago	ADV	ADV	_	_	blago	_	_	_	ENG30-00033562-b	1	ENG30-00033562-b	U datom kontekstu, reč 'blago' se koristi da opiše umeren stepen psihoaktivnosti lampe, što odgovara značenju 'umereno'.	
174-8	2562-2574	psihoaktivne	A	ADJ	_	_	psihoaktivan	_	_	_	ENG30-01776974-a	1	ENG30-01776974-a	Reč 'psihoaktivan' se koristi da opiše lampu koja utiče na um, što se slaže sa definicijom 'utiče na um ili raspoloženje ili druge mentalne procese'.	
174-9	2575-2580	lampe	N	NOUN	_	_	lampa	_	_	_	ENG30-03665366-n	3	ENG30-03636248-n;ENG30-03636649-n;ENG30-03665366-n	U kontekstu rečenice, 'lampa' se odnosi na uređaj koji služi kao izvor osvetljenja, ali ne nužno u tradicionalnom smislu. 'Dreamachine' je specifičan uređaj koji proizvodi svetlosne efekte, pa je ovo značenje najprikladnije.	
174-10	2581-2582	„	PUNCT	PUNCT	_	_	"	_	_	_	_	_	_	_	
174-11	2582-2593	Dreamachine	F	X	_	_	Dreamachine	_	_	_	_	_	_	_	
174-12	2593-2594	“	PUNCT	PUNCT	_	_	"	_	_	_	_	_	_	_	
174-13	2594-2595	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
174-14	2596-2600	koje	PRO	DET	_	_	koji	_	_	_	_	_	_	_	
174-15	2601-2603	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
174-16	2604-2612	izložene	V	VERB	_	_	izložiti	_	_	_	ENG30-02140033-v	9	ENG30-00772640-v;ENG30-00772967-v;ENG30-00933821-v;ENG30-01036319-v;ENG30-01339505-v;ENG30-02112029-v;ENG30-02137710-v;ENG30-02140033-v;ENG30-02631856-v	U kontekstu rečenice, 'izložene' znači da su replike lampe 'Dreamachine' pokazane ili učinjene vidljivim u muzejima umetnosti.	
174-17	2613-2614	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
174-18	2615-2623	muzejima	N	NOUN	_	_	muzej	_	_	_	ENG30-03800563-n	1	ENG30-03800563-n	Rečenica opisuje da su replike izložene u muzejima umetnosti, što se uklapa u definiciju muzeja kao mesta za prikazivanje predmeta umetničke vrednosti.	
174-19	2624-2633	umetnosti	N	NOUN	_	_	umetnost	_	_	_	ENG30-00933420-n	1	ENG30-00933420-n	U ovom kontekstu, 'umetnost' se odnosi na stvaranje dela koja se smatraju lepim i značajnim, što je razlog zašto su izložena u muzejima.	
174-20	2634-2639	širom	PREP	ADP	_	_	širom	1[823]	širom sveta[823]	AdvID[823]	CVMWE-0400[3522]	1[3522]	CVMWE-0400[3522]	Fraza 'širom sveta' u potpunosti odgovara značenju 'celim prostranstvom sveta', opisujući globalnu rasprostranjenost izloženih replika.[3522]	
174-21	2640-2645	sveta	N	NOUN	_	_	svet	1[823]	širom sveta[823]	AdvID[823]	CVMWE-0400[3522]	1[3522]	CVMWE-0400[3522]	Fraza 'širom sveta' u potpunosti odgovara značenju 'celim prostranstvom sveta', opisujući globalnu rasprostranjenost izloženih replika.[3522]	
174-22	2645-2646	.	PUNCT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Izabran je u Državnu dumu kao član Komunističke partije.
175-1	2646-2653	Izabran	V	VERB	_	_	izabrati	_	_	_	ENG30-00676864-v	5	ENG30-00676450-v;ENG30-00676864-v;ENG30-00679937-v;ENG30-00790308-v;ENG30-01078050-v	U datom kontekstu, 'izabran' znači da je neko napravio izbor da on bude član Državne dume, što odgovara značenju 'Napraviti izbor'.	
175-2	2654-2656	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
175-3	2657-2658	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
175-4	2659-2666	Državnu	A	ADJ	*[89]	ORG[89]	državni	_	_	_	_	_	_	_	
175-5	2667-2671	dumu	N	NOUN	*[89]	ORG[89]	duma	_	_	_	_	_	_	_	
175-6	2672-2675	kao	ADV	ADV	_	_	kao	_	_	_	DRJ0-194033/1а	5	DRJ0-194033/1а.;DRJ0-194033/1б.;DRJ0-194033/2а.;DRJ0-194033/2б.;DRJ0-194033/2в.	U datoj rečenici, 'kao' se koristi ispred imenice 'član Komunističke partije' da bi se bliže odredilo u kom svojstvu je izabran u Državnu dumu, što odgovara značenju 1а.	
175-7	2676-2680	član	N	NOUN	_	_	član	_	_	_	ENG30-10307234-n	5	ENG30-06324669-n;ENG30-06392935-n;ENG30-08170686-n;ENG30-10307234-n;ENG30-13810615-n	U datom kontekstu, 'član' se odnosi na osobu koja pripada Komunističkoj partiji, što odgovara značenju 'jedna od osoba koje čine socijalnu grupu (posebno osobe koje su pristupile nekoj organizaciji)'.	
175-8	2681-2693	Komunističke	A	ADJ	http://www.wikidata.org/entity/Q233591[90]	ORG[90]	komunistički	_	_	_	_	_	_	_	
175-9	2694-2701	partije	N	NOUN	http://www.wikidata.org/entity/Q233591[90]	ORG[90]	partija	_	_	_	_	_	_	_	
175-10	2701-2702	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=ESF-om se upravlja kroz sedmogodišnje programske cikluse.
176-1	2702-2708	ESF-om	ABB	X	http://www.wikidata.org/entity/Q764847	ORG	ESF	_	_	_	_	_	_	_	
176-2	2709-2711	se	PAR	PART	_	_	se	_	_	_	_	_	_	_	
176-3	2712-2720	upravlja	V	VERB	_	_	upravljati	_	_	_	ENG30-02443849-v	11	ENG30-00710005-v;ENG30-00749205-v;ENG30-01732921-v;ENG30-01931768-v;ENG30-02387034-v;ENG30-02436963-v;ENG30-02439501-v;ENG30-02441022-v;ENG30-02443049-v;ENG30-02443849-v;ENG30-02587375-v	U kontekstu rečenice, 'upravljati' se odnosi na kontrolisanje i vođenje ESF-a kroz programske cikluse, što odgovara značenju 'upravljati ili kontrolisati (projekte, kompanije itd)'.	
176-4	2721-2725	kroz	PREP	ADP	_	_	kroz	_	_	_	_	_	_	_	
176-5	2726-2739	sedmogodišnje	A	ADJ	_	_	sedmogodišnji	_	_	_	DRJ0-175146/0б	2	DRJ0-175146/0а.;DRJ0-175146/0б.	U kontekstu rečenice, 'sedmogodišnje' se odnosi na programske cikluse koji traju sedam godina, a ne na nešto što ima sedam godina.	
176-6	2740-2750	programske	A	ADJ	_	_	programski	_	_	_	DRJ0-218536/0	1	DRJ0-218536/0	U kontekstu rečenice, 'programski' se odnosi na cikluse koji su deo ili se odvijaju po nekom programu, što odgovara definiciji 'koji se odnosi na program; koji je po programu'.	
176-7	2751-2758	cikluse	N	NOUN	_	_	ciklus	_	_	_	ENG30-07342495-n	4	ENG30-07341038-n;ENG30-07342495-n;ENG30-08377332-n;ENG30-15287830-n	U kontekstu rečenice, 'ciklusi' se odnose na periodično ponavljane nizove događaja u upravljanju ESF-om, što odgovara značenju 'periodično ponovljeni niz događaja'.	
176-8	2758-2759	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Postoji jedan nacionalni IMI koordinator (NIMIC) po državi članici, koji se uglavnom nalazi u državnom ministarstvu.
177-1	2759-2766	Postoji	V	VERB	_	_	postojati	_	_	_	ENG30-02603699-v	1	ENG30-02603699-v	U datoj rečenici, 'postoji' se koristi da označi da nacionalni IMI koordinator ima egzistenciju u svakoj državi članici, što odgovara definiciji 'imati egzistenciju'.	
177-2	2767-2772	jedan	NUM	NUM	_	_	jedan	_	_	_	_	_	_	_	
177-3	2773-2783	nacionalni	A	ADJ	_	_	nacionalan	_	_	_	ENG30-01105840-a	7	ENG30-00526984-a;ENG30-01038332-a;ENG30-01105840-a;ENG30-01567862-a;ENG30-01861776-a;ENG30-02988060-a;ENG30-02988402-a	U kontekstu rečenice, 'nacionalni IMI koordinator' se odnosi na koordinatora koji deluje na nivou cele države članice, što odgovara značenju 'odnosi se na ili se primenjuje na ili pripada celoj naciji ili zemlji'.	
177-4	2784-2787	IMI	ABB	X	http://www.wikidata.org/entity/Q863973	PRODUCT	IMI	_	_	_	_	_	_	_	
177-5	2788-2799	koordinator	N	NOUN	_	_	koordinator	_	_	_	ENG30-09963914-n	1	ENG30-09963914-n	U rečenici, koordinator je osoba zadužena za određeni posao (u ovom slučaju, IMI) na nacionalnom nivou, što odgovara definiciji 'neko čiji je zadatak da vidi da posao ide skladno'.	
177-6	2800-2801	(	PUNCT	PUNCT	_	_	(	_	_	_	_	_	_	_	
177-7	2801-2806	NIMIC	ABB	X	_	_	NIMIC	_	_	_	_	_	_	_	
177-8	2806-2807	)	PUNCT	PUNCT	_	_	)	_	_	_	_	_	_	_	
177-9	2808-2810	po	PREP	ADP	_	_	po	_	_	_	_	_	_	_	
177-10	2811-2817	državi	N	NOUN	_	_	država	1[824]	država članica[824]	NID[824]	LLM-0040[3523]	1[3523]	LLM-0040[3523]	U datom kontekstu, 'država članica' se odnosi na zemlju koja je deo neke međunarodne organizacije, u ovom slučaju verovatno Evropske unije, što se uklapa u definiciju.[3523]	
177-11	2818-2825	članici	N	NOUN	_	_	članica	1[824]	država članica[824]	NID[824]	LLM-0040[3523]	1[3523]	LLM-0040[3523]	U datom kontekstu, 'država članica' se odnosi na zemlju koja je deo neke međunarodne organizacije, u ovom slučaju verovatno Evropske unije, što se uklapa u definiciju.[3523]	
177-12	2825-2826	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
177-13	2827-2831	koji	PRO	DET	_	_	koji	_	_	_	_	_	_	_	
177-14	2832-2834	se	PAR	PART	_	_	se	2	*	IRV	CVMWE-0224[3524]	4[3524]	CVMWE-0224;ENG30-02653381-v;ENG30-02691214-v;ENG30-02731390-v[3524]	U datoj rečenici, 'nalaziti se' znači postojati na određenom mestu, odnosno u državnom ministarstvu.[3524]	
177-15	2835-2843	uglavnom	ADV	ADV	_	_	uglavnom	_	_	_	ENG30-00073897-b	4	ENG30-00006105-b;ENG30-00041954-b;ENG30-00073897-b;ENG30-00155621-b	Značenje 'najvećim delom' najbolje odgovara kontekstu rečenice, jer se NIMIC uglavnom, ali ne nužno uvek, nalazi u državnom ministarstvu.	
177-16	2844-2850	nalazi	V	VERB	_	_	nalaziti	2	nalaziti se	IRV	CVMWE-0224[3524]	4[3524]	CVMWE-0224;ENG30-02653381-v;ENG30-02691214-v;ENG30-02731390-v[3524]	U datoj rečenici, 'nalaziti se' znači postojati na određenom mestu, odnosno u državnom ministarstvu.[3524]	
177-17	2851-2852	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
177-18	2853-2861	državnom	A	ADJ	_	_	državni	_	_	_	ENG30-01814711-a	3	ENG30-00526984-a;ENG30-01814711-a;ENG30-02988060-a	U kontekstu rečenice, 'državni' se odnosi na ministarstvo koje je deo vlade ili države, što odgovara značenju 'koji se odnosi na poslove ili strukturu vlade, politike ili države'.	
177-19	2862-2874	ministarstvu	N	NOUN	_	_	ministarstvo	_	_	_	ENG30-00314271-n	1	ENG30-00314271-n	U kontekstu rečenice, 'ministarstvo' se odnosi na zgradu u kojoj se obavljaju poslovi državnog ministarstva, što odgovara ponuđenom značenju.	
177-20	2874-2875	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Evropska komisija ima za cilj da nagradama podstakne prekograničnu cirkulaciju popularnog muzičkog repertoara i da istakne veliku muzičku raznolikost Evrope.
178-1	2875-2883	Evropska	A	ADJ	*[91]	ORG[91]	evropski	_	_	_	_	_	_	_	
178-2	2884-2892	komisija	N	NOUN	*[91]	ORG[91]	komisija	_	_	_	_	_	_	_	
178-3	2893-2896	ima	V	VERB	_	_	imati	2	imati za cilj	LVC.full	CVMWE-0132[3525]	1[3525]	CVMWE-0132[3525]	U datoj rečenici, Evropska komisija ima određeni motiv delovanja, a to je podsticanje prekogranične cirkulacije muzičkog repertoara i isticanje muzičke raznolikosti Evrope. To se poklapa sa definicijom značenja 'ako neko ima nešto za cilj, onda je to motiv njegovog redlovanja'.[3525]	
178-4	2897-2899	za	PREP	ADP	_	_	za	2	*	LVC.full	CVMWE-0132[3525]	1[3525]	CVMWE-0132[3525]	U datoj rečenici, Evropska komisija ima određeni motiv delovanja, a to je podsticanje prekogranične cirkulacije muzičkog repertoara i isticanje muzičke raznolikosti Evrope. To se poklapa sa definicijom značenja 'ako neko ima nešto za cilj, onda je to motiv njegovog redlovanja'.[3525]	
178-5	2900-2904	cilj	N	NOUN	_	_	cilj	2	*	LVC.full	CVMWE-0132[3525]	1[3525]	CVMWE-0132[3525]	U datoj rečenici, Evropska komisija ima određeni motiv delovanja, a to je podsticanje prekogranične cirkulacije muzičkog repertoara i isticanje muzičke raznolikosti Evrope. To se poklapa sa definicijom značenja 'ako neko ima nešto za cilj, onda je to motiv njegovog redlovanja'.[3525]	
178-6	2905-2907	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	
178-7	2908-2917	nagradama	N	NOUN	_	_	nagrada	_	_	_	ENG30-07295629-n	5	ENG30-01219551-n;ENG30-06696483-n;ENG30-07166281-n;ENG30-07295629-n;ENG30-13268146-n	U kontekstu rečenice, 'nagradama' se podstiče prekogranična cirkulacija muzičkog repertoara, što implicira da se radi o nekoj vrsti nadoknade ili priznanja za zaslužna dela u muzičkoj industriji.	
178-8	2918-2927	podstakne	V	VERB	_	_	podstaknuti	_	_	_	ENG30-00770437-v	5	ENG30-00022686-v;ENG30-00770437-v;ENG30-00794079-v;ENG30-02116118-v;ENG30-02505358-v	U kontekstu rečenice, Evropska komisija želi da 'podstakne' cirkulaciju muzičkog repertoara, što znači da želi da izazove ili omogući da se ta cirkulacija dogodi. Značenje 'izazvati da se nešto uradi' najbolje odgovara ovom kontekstu.	
178-9	2928-2941	prekograničnu	A	ADJ	_	_	prekogranični	_	_	_	RSSJ-40170/0	1	RSSJ-40170/0	U kontekstu 'prekogranične cirkulacije', reč se odnosi na kretanje ili distribuciju nečega preko državnih granica, što odgovara značenju 'koji se odnosi na prelazak preko granice'.	
178-10	2942-2953	cirkulaciju	N	NOUN	_	_	cirkulacija	_	_	_	ENG30-00368302-n	2	ENG30-00368302-n;ENG30-11439031-n	U kontekstu muzičkog repertoara, 'cirkulacija' se odnosi na širenje i prenošenje muzike preko granica, što odgovara značenju 'širenje ili prenošenje nečega (kao vesti ili novac) široj grupi ili oblasti'.	
178-11	2954-2964	popularnog	A	ADJ	_	_	popularan	_	_	_	ENG30-00414518-a	2	ENG30-00414518-a;ENG30-01815838-a	U kontekstu muzičkog repertoara, 'popularan' se odnosi na muziku koja je poznata i opšteprihvaćena, što odgovara značenju 'o muzici ili vizuelnoj umetnosti, poznat i opšteprihvaćen (posebno među mlađima)'.	
178-12	2965-2973	muzičkog	A	ADJ	_	_	muzički	_	_	_	ENG30-02867783-a	2	ENG30-01504625-a;ENG30-02867783-a	U datom kontekstu, 'muzički' se odnosi na nešto što je karakteristično za muziku, konkretno na muzički repertoar i muzičku raznolikost.	
178-13	2974-2984	repertoara	N	NOUN	_	_	repertoar	_	_	_	ENG30-08336627-n	2	ENG30-08336627-n;ENG30-08336844-n	U datom kontekstu, 'repertoar' se odnosi na kolekciju muzičkih dela, što odgovara značenju 'kolekcija dela koja neki umetnik ili kompanija mogu da izvedu'.	
178-14	2985-2986	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
178-15	2987-2989	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	
178-16	2990-2997	istakne	V	VERB	_	_	istaknuti	_	_	_	ENG30-01013367-v	4	ENG30-00041206-v;ENG30-01013367-v;ENG30-01014609-v;ENG30-01589363-v	U datom kontekstu, 'istaknuti' znači izdvojiti i naglasiti muzičku raznolikost Evrope kao važnu i vrednu pažnje.	
178-17	2998-3004	veliku	A	ADJ	_	_	velik	_	_	_	ENG30-01190683-a	8	ENG30-00579622-a;ENG30-01114658-a;ENG30-01190683-a;ENG30-01278080-a;ENG30-01375909-a;ENG30-01467919-a;ENG30-01488616-a;ENG30-01510444-a	U kontekstu muzičke raznolikosti, 'velika' se odnosi na visok stepen ili intenzitet raznolikosti, što odgovara značenju 'Velik po stepenu ili intenzitetu ili broju ili količini'.	
178-18	3005-3012	muzičku	A	ADJ	_	_	muzički	_	_	_	ENG30-02867783-a	2	ENG30-01504625-a;ENG30-02867783-a	U datom kontekstu, 'muzička' se odnosi na nešto što je karakteristično za muziku, konkretno na raznolikost muzike u Evropi. Značenje 2, 'Karakterističan za muziku', stoga je najprikladnije.	
178-19	3013-3024	raznolikost	N	NOUN	_	_	raznolikost	_	_	_	RSSJ-44196/0	1	RSSJ-44196/0	U navedenom kontekstu, 'raznolikost' se odnosi na postojanje mnoštva različitih muzičkih žanrova i stilova unutar Evrope, što odgovara definiciji postojanja mnoštva različitih oblika ili vrsta.	
178-20	3025-3031	Evrope	N	PROPN	http://www.wikidata.org/entity/Q46	LOC	Evropa	_	_	_	_	_	_	_	
178-21	3031-3032	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Ekonomski faktori uključuju privredni rast, kamatne stope, devizni kurs, stopu inflacije.
179-1	3032-3041	Ekonomski	A	ADJ	_	_	ekonomski	_	_	_	ENG30-02716739-a	4	ENG30-01871565-a;ENG30-02577454-a;ENG30-02716605-a;ENG30-02716739-a	Rečenica govori o faktorima koji utiču na privredu, što se direktno odnosi na ekonomiju kao sistem proizvodnje i upravljanja materijalnim dobrima.	
179-2	3042-3049	faktori	N	NOUN	_	_	faktor	_	_	_	ENG30-07327805-n	3	ENG30-05436752-n;ENG30-07327805-n;ENG30-10461424-n	U navedenom kontekstu, 'faktori' se odnose na elemente koji uzročno doprinose ekonomskim uslovima, što odgovara značenju 'Bilo šta što uzročno doprinosi rezultatu'.	
179-3	3050-3059	uključuju	V	VERB	_	_	uključivati	_	_	_	NEW_SENSE	1	ENG30-02677567-v	Nijedno od ponuđenih značenja ne odgovara kontekstu. U ovom slučaju, 'uključivati' znači 'sadržavati' ili 'obuhvaćati', što nije isto što i angažovanje nekoga kao učesnika.	
179-4	3060-3069	privredni	A	ADJ	_	_	privredni	1[825]	privredni rast[825]	NID[825]	LLM-0206[3526]	1[3526]	LLM-0206[3526]	Privredni rast u datom kontekstu se odnosi na povećanje ekonomske aktivnosti, što je u skladu sa definicijom povećanja proizvodnje dobara i usluga.[3526]	
179-5	3070-3074	rast	N	NOUN	_	_	rast	1[825]	privredni rast[825]	NID[825]	LLM-0206[3526]	1[3526]	LLM-0206[3526]	Privredni rast u datom kontekstu se odnosi na povećanje ekonomske aktivnosti, što je u skladu sa definicijom povećanja proizvodnje dobara i usluga.[3526]	
179-6	3074-3075	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
