#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.sense|SenseID|Number_of_candidate_senses|List_of_candidate_senses|Comment|Ainotes


#Text=Ipak, nastavio je da radi na esperantu sve dok nije umro od srčanog udara 1921. godine.
357-5	32144-32153	francusko	A	ADJ	*	DEMO	francuski	_	_	_	ENG30-06964901-n	2	ENG30-02958392-a;ENG30-06964901-n	*	simple_wsd - ENG30-06964901-n:0.5868::romanski jezik kojim se govori u Fancuskoj i u zemljama koje su bile Francuske kolonije. - ENG30-02958392-a:0.5492::koji se odnosi na Francusku, njene ljude i kulturu	
357-6	32154-32163	nuklearno	A	ADJ	_	_	nuklearni	1[382]	nuklearno oružje[382]	NID[382]	ENG30-03834604-n[2247]	1[2247]	ENG30-03834604-n[2247]	*[726]	simple_wsd - ENG30-03834604-n:0.7432::Oružje za masovno uništavanje čija eksplozivna snaga potiče od nuklearne reakcije.[2247]	
357-7	32164-32170	oružje	N	NOUN	_	_	oružje	1[382]	nuklearno oružje[382]	NID[382]	ENG30-03834604-n[2247]	1[2247]	ENG30-03834604-n[2247]	*[726]	simple_wsd - ENG30-03834604-n:0.7432::Oružje za masovno uništavanje čija eksplozivna snaga potiče od nuklearne reakcije.[2247]	
357-8	32170-32171	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
357-9	32172-32179	naredba	N	NOUN	_	_	naredba	_	_	_	ENG30-07168131-n	1	ENG30-07168131-n	*	simple_wsd - ENG30-07168131-n:0.4959::Autoritativna uputa ili naređenje da se nešto uradi.	
357-10	32180-32182	za	PREP	ADP	_	_	za	_	_	_	_	_	_	_	_	
357-11	32183-32189	paljbu	N	NOUN	_	_	paljba	_	_	_	ENG30-00986938-n	1	ENG30-00986938-n	*	simple_wsd - ENG30-00986938-n:0.6078::Čin otvaranje vatre na neprijatelja.	
357-12	32190-32192	bi	V	AUX	_	_	biti	_	_	_	_	_	_	_	_	
357-13	32193-32198	mogla	V	VERB	_	_	moći	_	_	_	CV0124	6	CV0044;CV0071;CV0124;CV0171;DRJ0-203294/2b.;ENG30-02523221-v	*	simple_wsd - CV0124:0.6260::biti upotrebljiv, prihvatljiv, odgovarati nekoj nameni ili potrebi. - CV0071:0.6207::biti u mogućnosti, imati prilike za nešto, biti u okolnostima za ostvarivanje nečega - DRJ0-203294/2b.:0.6143::sadržavati u sebi elemente, osnove za neku tvrdnju, davati povoda za verovanje, uverenost, tvrdnju	
357-14	32199-32204	proći	V	VERB	_	_	proći	_	_	_	ENG30-01227675-v	8	ENG30-00341560-v;ENG30-00421691-v;ENG30-01227675-v;ENG30-01870043-v;ENG30-01915365-v;ENG30-02051694-v;ENG30-02524171-v;ENG30-02658283-v	*	simple_wsd - ENG30-01227675-v:0.5195::Ući u nešto ili kroz nešto, često savaladavajući otpor. - ENG30-01915365-v:0.5135::napraviti prelaz s jednog mesta do drugog - ENG30-02658283-v:0.5100::biti proveren ili potvrđen; proći inspekciju	
357-15	32205-32209	kroz	PREP	ADP	_	_	kroz	_	_	_	_	_	_	_	_	
357-16	32210-32214	ovaj	PRO	DET	_	_	ovaj	_	_	_	_	_	_	_	_	
357-17	32215-32220	relej	N	NOUN	_	_	relej	_	_	_	ENG30-04072960-n	1	ENG30-04072960-n	*	simple_wsd - ENG30-04072960-n:0.5639::električni uređaj takav da struja koja protiče kroz njega u jendom kolu može da uključi ili isključi struju u drugom ko…	
357-18	32220-32221	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Bog je rekao Mojsiju da njom poškropi ljude.
358-1	32221-32224	Bog	N	NOUN	http://www.wikidata.org/entity/Q190	PERS	bog	_	_	_	ENG30-09536058-n	2	ENG30-09505418-n;ENG30-09536058-n	*	simple_wsd - ENG30-09536058-n:0.4985::Natprirodno biće koje se zamišlja kao svemogući stvaralac i vladalac sveta; objekat obožavanja u monoteističkim religij… - ENG30-09505418-n:0.4369::Natprirodno biće koje se obožava zbog verovanja da upravlja nekim delom sveta ili nekim aspektima života ili zato što p…	
358-2	32225-32227	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
358-3	32228-32233	rekao	V	VERB	_	_	reći	_	_	_	ENG30-01009821-v	3	ENG30-01009240-v;ENG30-01009821-v;ENG30-01016002-v	*	simple_wsd - ENG30-01009821-v:0.5132::izneti kao svoje mišljenje ili sud; izjaviti - ENG30-01016002-v:0.3709::izvestiti ili održavati - ENG30-01009240-v:0.1702::Izraziti rečima.	
358-4	32234-32241	Mojsiju	N	PROPN	http://www.wikidata.org/entity/Q302	PERS	Mojsije	_	_	_	_	_	_	_	_	
358-5	32242-32244	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	
358-6	32245-32249	njom	PRO	PRON	_	_	ona	_	_	_	_	_	_	_	_	
358-7	32250-32258	poškropi	V	VERB	_	_	poškropiti	_	_	_	DRJ0-215197/0	1	DRJ0-215197/0	*	simple_wsd - DRJ0-215197/0:0.4959::škropeći politi, poprskati.	
358-8	32259-32264	ljude	N	NOUN	_	_	ljudi	_	_	_	ENG30-08208016-n	3	ENG30-07942152-n;ENG30-08208016-n;ENG30-10289176-n	*	simple_wsd - ENG30-08208016-n:0.5937::Grupa ljudi koji su spremni da se povinuju naređenjima. - ENG30-07942152-n:0.5114::Bilo koja grupa ljudskih bića, muškaraca, žena ili dece, zajedno (množina). - ENG30-10289176-n:0.4887::muški podređeni	
358-9	32264-32265	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Kao hemijsko oružje, klasifikovano je od strane Ujedinjenih nacija kao oružje za masovno uništenje prema Rezoluciji 687 UN.
359-1	32265-32268	Kao	CONJ	CCONJ	_	_	kao	_	_	_	_	_	_	_	_	
359-2	32269-32277	hemijsko	A	ADJ	_	_	hemijski	1[383]	hemijsko oružje[383]	NID[383]	ENG30-03013162-n[2248]	1[2248]	ENG30-03013162-n[2248]	*[727]	simple_wsd - ENG30-03013162-n:0.5216::Hemijska supstanca koja može da se širi municijom i drugim sredstvima i da izazove smrt i obolevanje ljudi, životinja i…[2248]	
359-3	32278-32284	oružje	N	NOUN	_	_	oružje	1[383]	hemijsko oružje[383]	NID[383]	ENG30-03013162-n[2248]	1[2248]	ENG30-03013162-n[2248]	*[727]	simple_wsd - ENG30-03013162-n:0.5216::Hemijska supstanca koja može da se širi municijom i drugim sredstvima i da izazove smrt i obolevanje ljudi, životinja i…[2248]	
359-4	32284-32285	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
359-5	32286-32299	klasifikovano	V	VERB	_	_	klasifikovati	_	_	_	ENG30-00654625-v	2	ENG30-00654625-v;ENG30-00739662-v	*	simple_wsd - ENG30-00654625-v:0.5504::Srediti po klasama ili kategorijama. - ENG30-00739662-v:0.4655::dodeli u klasu ili vrstu	
359-6	32300-32302	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
359-7	32303-32305	od	PREP	ADP	_	_	od	2[384]	od strane[384]	AdpID[384]	LLM-0158[2249]	1[2249]	LLM-0158[2249]	*[728]	simple_wsd - LLM-0158:0.7035::Kao izvršilac radnje (u pasivu); sa strane nekoga.[2249]	
359-8	32306-32312	strane	N	NOUN	_	_	strana	2[384]	od strane[384]	AdpID[384]	LLM-0158[2249]	1[2249]	LLM-0158[2249]	*[728]	simple_wsd - LLM-0158:0.7035::Kao izvršilac radnje (u pasivu); sa strane nekoga.[2249]	
359-9	32313-32324	Ujedinjenih	A	ADJ	http://www.wikidata.org/entity/Q1065[147]	ORG[147]	ujedinjen	_	_	_	ENG30-02475855-a	3	ENG30-01328229-a;ENG30-02112108-a;ENG30-02475855-a	*	simple_wsd - ENG30-02475855-a:0.5512::Koji je sastavljen u jednu celinu - ENG30-02112108-a:0.5406::koji ukjljučuje zajedničku aktivnost dvoje ili više njih - ENG30-01328229-a:0.3403::radi kao jedinica	
359-10	32325-32331	nacija	N	NOUN	http://www.wikidata.org/entity/Q1065[147]	ORG[147]	nacija	_	_	_	ENG30-08303692-n	2	ENG30-08166552-n;ENG30-08303692-n	*	simple_wsd - ENG30-08303692-n:0.5565::federacija plemena (posebno američkih urođeničkih plemena) - ENG30-08166552-n:0.4360::Ljudi koji žive u jednoj zemlji.	
359-11	32332-32335	kao	CONJ	CCONJ	_	_	kao	_	_	_	_	_	_	_	_	
359-12	32336-32342	oružje	N	NOUN	_	_	oružje	3[385]	oružje za masovno uništenje[385]	NID[385]	CVMWE-0268[2250]	1[2250]	CVMWE-0268[2250]	*[729]	simple_wsd - CVMWE-0268:0.4909::nuklearno, radiološko, hemijsko, biološko ili drugo sredstvo čiji je cilj da nanese štetu velikom broju ljudi[2250]	
359-13	32343-32345	za	PREP	ADP	_	_	za	3[385]	oružje za masovno uništenje[385]	NID[385]	CVMWE-0268[2250]	1[2250]	CVMWE-0268[2250]	*[729]	simple_wsd - CVMWE-0268:0.4909::nuklearno, radiološko, hemijsko, biološko ili drugo sredstvo čiji je cilj da nanese štetu velikom broju ljudi[2250]	
359-14	32346-32353	masovno	A	ADJ	_	_	masovan	3[385]	oružje za masovno uništenje[385]	NID[385]	CVMWE-0268[2250]	1[2250]	CVMWE-0268[2250]	*[729]	simple_wsd - CVMWE-0268:0.4909::nuklearno, radiološko, hemijsko, biološko ili drugo sredstvo čiji je cilj da nanese štetu velikom broju ljudi[2250]	
359-15	32354-32363	uništenje	N	NOUN	_	_	uništenje	3[385]	oružje za masovno uništenje[385]	NID[385]	CVMWE-0268[2250]	1[2250]	CVMWE-0268[2250]	*[729]	simple_wsd - CVMWE-0268:0.4909::nuklearno, radiološko, hemijsko, biološko ili drugo sredstvo čiji je cilj da nanese štetu velikom broju ljudi[2250]	
359-16	32364-32369	prema	PREP	ADP	_	_	prema	_	_	_	_	_	_	_	_	
359-17	32370-32380	Rezoluciji	N	NOUN	http://www.wikidata.org/entity/Q2355527[148]	WORK[148]	rezolucija	_	_	_	ENG30-06511874-n	4	ENG30-00153809-n;ENG30-05789089-n;ENG30-06511874-n;ENG30-11505952-n	*	simple_wsd - ENG30-06511874-n:0.5697::formalni izraz sastankom; usvojen glasanjem - ENG30-11505952-n:0.5411::u računarstvu, broj piksela po kvadratnom inču na računarski generisanom prikazu; što je veća rezolucija i slika je sve… - ENG30-00153809-n:0.5000::pronalaženje rešenja za problem	
359-18	32381-32384	687	NUM	NUM	http://www.wikidata.org/entity/Q2355527[148]	WORK[148]	687	_	_	_	_	_	_	_	_	
359-19	32385-32387	UN	ABB	X	http://www.wikidata.org/entity/Q2355527[148]	WORK[148]	UN	_	_	_	_	_	_	_	_	
359-20	32387-32388	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Zajedno s kompanijinim alatima za mašinsko učenje, platforma omogućava kreiranje četbotova koji mogu analizirati namere korisnika.
360-1	32388-32395	Zajedno	ADV	ADV	_	_	zajedno	_	_	_	ENG30-00116994-b	4	ENG30-00116588-b;ENG30-00116994-b;ENG30-00117082-b;ENG30-00197710-b	*	simple_wsd - ENG30-00116994-b:0.6137::skupljeno na jednom mestu - ENG30-00117082-b:0.5643::u spoju sa; kombinovano - ENG30-00116588-b:0.5255::sa saradnjom i razmenom	
360-2	32396-32397	s	PREP	ADP	_	_	s	_	_	_	_	_	_	_	_	
360-3	32398-32410	kompanijinim	A	ADJ	_	_	kompanijin	_	_	_	CVDf-129/0	1	CVDf-129/0	*	simple_wsd - CVDf-129/0:0.5945::koji pripada kompaniji	
360-4	32411-32418	alatima	N	NOUN	_	_	alat	_	_	_	ENG30-02729965-n	3	ENG30-00173761-n;ENG30-02729965-n;ENG30-04451818-n	*	simple_wsd - ENG30-02729965-n:0.6940::uređaj koji je veoma koristan za određeni posao - ENG30-04451818-n:0.6651::Oruđe koje se koristi za obavljanje nekog zanata. - ENG30-00173761-n:0.6283::sredstvo kojim se neki čin ostvaruje	
360-5	32419-32421	za	PREP	ADP	_	_	za	_	_	_	_	_	_	_	_	
360-6	32422-32430	mašinsko	A	ADJ	_	_	mašinski	1[386]	mašinsko učenje[386]	NID[386]	LLM-0114[2251]	1[2251]	LLM-0114[2251]	*[730]	simple_wsd - LLM-0114:0.6417::Podoblast veštačke inteligencije koja se bavi razvojem algoritama koji omogućavaju računarima da uče iz podataka.[2251]	
360-7	32431-32437	učenje	N	NOUN	_	_	učenje	1[386]	mašinsko učenje[386]	NID[386]	LLM-0114[2251]	1[2251]	LLM-0114[2251]	*[730]	simple_wsd - LLM-0114:0.6417::Podoblast veštačke inteligencije koja se bavi razvojem algoritama koji omogućavaju računarima da uče iz podataka.[2251]	
360-8	32437-32438	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
360-9	32439-32448	platforma	N	NOUN	_	_	platforma	_	_	_	ENG30-03962685-n	3	ENG30-03961939-n;ENG30-03962685-n;ENG30-04296562-n	*	simple_wsd - ENG30-03962685-n:0.6911::kombinacija određenog računara i određenog operativnog sistema - ENG30-04296562-n:0.6221::velika platforma na kojoj ljudi mogu da stoje i može da ih vidi publika - ENG30-03961939-n:0.5415::Uzdignuta horiyontalna površina.	
360-10	32449-32458	omogućava	V	VERB	_	_	omogućavati	_	_	_	DRJ0-209302/0	1	DRJ0-209302/0	*	simple_wsd - DRJ0-209302/0:0.5182::učiniti, pomoći da se nešto ostvari, sprovede, izvede; nesvr. prema omogućiti.	
360-11	32459-32468	kreiranje	N	NOUN	_	_	kreiranje	_	_	_	ENG30-00240184-n	2	ENG30-00240184-n;ENG30-00908492-n	*	simple_wsd - ENG30-00240184-n:0.5987::čin pokretanja nečega po prvi put; uvođenje nečeg novog - ENG30-00908492-n:0.4405::Ljudski čin stvaranja.	
360-12	32469-32478	četbotova	N	NOUN	_	_	četbot	_	_	_	CVDf-183/0	1	CVDf-183/0	*	simple_wsd - CVDf-183/0:0.4833::računarskiprogram dizajniran da simulira razgovor sa ljudskim korisnicima, posebno preko interneta	
360-13	32479-32483	koji	PRO	DET	_	_	koji	_	_	_	_	_	_	_	_	
360-14	32484-32488	mogu	V	VERB	_	_	moći	_	_	_	CV0171	6	CV0044;CV0071;CV0124;CV0171;DRJ0-203294/2b.;ENG30-02523221-v	*	simple_wsd - CV0171:0.6169::kad se nešto iskazuje, iznosi kao eventualna ili stvarna mogućnost, uverenje - CV0071:0.5791::biti u mogućnosti, imati prilike za nešto, biti u okolnostima za ostvarivanje nečega - CV0124:0.5672::biti upotrebljiv, prihvatljiv, odgovarati nekoj nameni ili potrebi.	
360-15	32489-32500	analizirati	V	VERB	_	_	analizirati	_	_	_	ENG30-00644583-v	4	ENG30-00644583-v;ENG30-00813044-v;ENG30-01657977-v;ENG30-02166460-v	*	simple_wsd - ENG30-00644583-v:0.6045::Razmotriti nešto detaljno, podvrgnuti analizi da bi se otkrila njegova suštinska svojstva ili značenje. - ENG30-00813044-v:0.5283::pažljivo o nečemu razmišljati; vagati - ENG30-01657977-v:0.5208::šta razdvojiti u njegove sastavne delove	
360-16	32501-32507	namere	N	NOUN	_	_	namera	_	_	_	ENG30-05982152-n	2	ENG30-05982152-n;ENG30-05982915-n	*	simple_wsd - ENG30-05982152-n:0.6498::Predviđeni ishod koji se namerava postići i koji vodi nečije planirano ponašanje. - ENG30-05982915-n:0.4325::namera; ono što nameravate da uradite	
360-17	32508-32517	korisnika	N	NOUN	_	_	korisnik	_	_	_	ENG30-10741590-n	2	ENG30-10036266-n;ENG30-10741590-n	*	simple_wsd - ENG30-10741590-n:0.5902::Osoba koja koristi neku stvar ili se služi nekim uslugama ili servisima - ENG30-10036266-n:0.5159::osoba koja uzima drogu	
360-18	32517-32518	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Red Bull je vlasnik dva tima Formule jedan, Red Bull Racing i Scuderia Toro Rosso.
361-1	32518-32521	Red	F	X	http://www.wikidata.org/entity/Q51482[149]	ORG[149]	Red	_	_	_	_	_	_	_	_	
361-2	32522-32526	Bull	F	X	http://www.wikidata.org/entity/Q51482[149]	ORG[149]	Bull	_	_	_	_	_	_	_	_	
361-3	32527-32529	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
361-4	32530-32537	vlasnik	N	NOUN	_	_	vlasnik	_	_	_	ENG30-10388924-n	2	ENG30-10388924-n;ENG30-10389398-n	*	simple_wsd - ENG30-10388924-n:0.4296::U pravu, neko ko je zakonski poseduje posao. - ENG30-10389398-n:0.3110::Osoba koja poseduje nešto.	
361-5	32538-32541	dva	NUM	NUM	_	_	dva	_	_	_	_	_	_	_	_	
361-6	32542-32546	tima	N	NOUN	_	_	tim	_	_	_	ENG30-08208560-n	2	ENG30-08208560-n;ENG30-08264897-n	*	simple_wsd - ENG30-08208560-n:0.4198::Skupina koja sarađuje (posebno u sportu). - ENG30-08264897-n:0.3833::Grupa ljudi koja je privremeno udružena u neku aktivnost.	
361-7	32547-32554	Formule	N	NOUN	http://www.wikidata.org/entity/Q1968[150]	ORG[150]	formula	_	_	_	ENG30-06816935-n	3	ENG30-05667613-n;ENG30-06731802-n;ENG30-06816935-n	*	simple_wsd - ENG30-06816935-n:0.3844::prikaz supstance koristeći simbole njenih sastavnih elemenata - ENG30-06731802-n:0.3709::grupa simbola koji čine matematički iskaz - ENG30-05667613-n:0.2820::nešto što se smatra normativnim primerom	
361-8	32555-32560	jedan	NUM	NUM	http://www.wikidata.org/entity/Q1968[150]	ORG[150]	jedan	_	_	_	_	_	_	_	_	
361-9	32560-32561	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
361-10	32562-32565	Red	F	X	http://www.wikidata.org/entity/Q173663[151]	ORG[151]	Red	_	_	_	_	_	_	_	_	
361-11	32566-32570	Bull	F	X	http://www.wikidata.org/entity/Q173663[151]	ORG[151]	Bull	_	_	_	_	_	_	_	_	
361-12	32571-32577	Racing	F	X	http://www.wikidata.org/entity/Q173663[151]	ORG[151]	Racing	_	_	_	_	_	_	_	_	
361-13	32578-32579	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
361-14	32580-32588	Scuderia	F	X	http://www.wikidata.org/entity/Q141818[152]	ORG[152]	Scuderia	_	_	_	_	_	_	_	_	
361-15	32589-32593	Toro	F	X	http://www.wikidata.org/entity/Q141818[152]	ORG[152]	Toro	_	_	_	_	_	_	_	_	
361-16	32594-32599	Rosso	F	X	http://www.wikidata.org/entity/Q141818[152]	ORG[152]	Rosso	_	_	_	_	_	_	_	_	
361-17	32599-32600	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Atom je najmanja čestica hemijskog elementa koja zadržava hemijske osobine tog elementa.
362-1	32600-32604	Atom	N	NOUN	_	_	atom	_	_	_	ENG30-14619225-n	2	ENG30-14585519-n;ENG30-14619225-n	*	simple_wsd - ENG30-14619225-n:0.7368::Najmanja komponenta nekog elementa koja ima hemijska svostva tog elementa (fizika ili hemija). - ENG30-14585519-n:0.3311::Majušni komadić nečega.	
362-2	32605-32607	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
362-3	32608-32616	najmanja	A	ADJ	_	_	mali	_	_	_	ENG30-01649031-a	5	ENG30-01345600-a;ENG30-01391351-a;ENG30-01415219-a;ENG30-01445493-a;ENG30-01649031-a	*	simple_wsd - ENG30-01649031-a:0.4833::koji nije sasvim izrastao - ENG30-01391351-a:0.4152::Ograničen ili ispod proseka po broju, količini, veličini ili opsegu. - ENG30-01345600-a:0.3999::koji ima ili se razlikuje po maloj veličini	
362-4	32617-32624	čestica	N	NOUN	_	_	čestica	_	_	_	ENG30-09386422-n	2	ENG30-06326406-n;ENG30-09386422-n	*	simple_wsd - ENG30-09386422-n:0.4970::Telo koje ima konačnu masu i unutrašnju strukturu ali zanamardljive dimenzije. - ENG30-06326406-n:0.4465::nepromenljiva reč sa specifičnom gramatičkom funkcijom; u engleskom se koristi za formiranje frazalnih glagola	
362-5	32625-32634	hemijskog	A	ADJ	_	_	hemijski	1[387]	hemijski element[387]	NID[387]	ENG30-14622893-n[2252]	1[2252]	ENG30-14622893-n[2252]	*[731]	simple_wsd - ENG30-14622893-n:0.4201::Jedan od više od 100 poznatih supstanci (od kojih se 92 javlja u prirodi) koje se ne mogu odvojiti u jednostavnije sups…[2252]	
362-6	32635-32643	elementa	N	NOUN	_	_	element	1[387]	hemijski element[387]	NID[387]	ENG30-14622893-n[2252]	1[2252]	ENG30-14622893-n[2252]	*[731]	simple_wsd - ENG30-14622893-n:0.4201::Jedan od više od 100 poznatih supstanci (od kojih se 92 javlja u prirodi) koje se ne mogu odvojiti u jednostavnije sups…[2252]	
362-7	32644-32648	koja	PRO	DET	_	_	koji	_	_	_	_	_	_	_	_	
362-8	32649-32657	zadržava	V	VERB	_	_	zadržavati	_	_	_	ENG30-02202928-v	4	ENG30-00460357-v;ENG30-00885217-v;ENG30-01302019-v;ENG30-02202928-v	*	simple_wsd - ENG30-02202928-v:0.5165::brinuti se; očuvati; imati zaduženje - ENG30-00885217-v:0.4772::obavezivati se obavezom; izazvati zaduživanje - ENG30-00460357-v:0.4142::kasniti ili zadržavati - sprečiti da se nastavi po rasporedu ili kako je planirano	
362-9	32658-32666	hemijske	A	ADJ	_	_	hemijski	_	_	_	ENG30-02692966-a	2	ENG30-02692624-a;ENG30-02692966-a	*	simple_wsd - ENG30-02692966-a:0.5552::Napravljen od ili koristi supstancije koje su proizvedene pomoću reakcija koje uključuju promene u atomima ili molekuli… - ENG30-02692624-a:0.4558::koji se odnosi na ili se koristi u hemiji	
362-10	32667-32674	osobine	N	NOUN	_	_	osobina	_	_	_	ENG30-04616059-n	2	ENG30-04616059-n;ENG30-04732067-n	*	simple_wsd - ENG30-04616059-n:0.4779::Razlikovni atribut nečije lične prirode. - ENG30-04732067-n:0.4227::prepoznatljiva ili individualna karakteristika	
362-11	32675-32678	tog	PRO	DET	_	_	taj	_	_	_	_	_	_	_	_	
362-12	32679-32687	elementa	N	NOUN	_	_	element	_	_	_	ENG30-05868954-n	3	ENG30-05868954-n;ENG30-14622893-n;ENG30-14840755-n	*	simple_wsd - ENG30-05868954-n:0.4067::apstraktna komponenta nečega - ENG30-14622893-n:0.4062::Jedan od više od 100 poznatih supstanci (od kojih se 92 javlja u prirodi) koje se ne mogu odvojiti u jednostavnije sups… - ENG30-14840755-n:0.3700::Jedna od četiri supstance za koje se u staroj i srednjevekovnoj kosmologiji verovalo da čine fizički univerzum.	
362-13	32687-32688	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Odrasla jedinka može preživeti više od godinu dana bez hrane.
363-1	32688-32695	Odrasla	A	ADJ	_	_	odrastao	_	_	_	ENG30-01488616-a	1	ENG30-01488616-a	*	simple_wsd - ENG30-01488616-a:0.4219::potpuno razvijen (za ljude i životinje).	
363-2	32696-32703	jedinka	N	NOUN	_	_	jedinka	_	_	_	ENG30-00007846-n	2	ENG30-00007846-n;ENG30-10203839-n	*	simple_wsd - ENG30-00007846-n:0.3966::Ljudsko biće, čovek kao pojedinac - ENG30-10203839-n:0.3290::jedan organizam	
363-3	32704-32708	može	V	VERB	_	_	moći	_	_	_	DRJ0-203294/2b.	6	CV0044;CV0071;CV0124;CV0171;DRJ0-203294/2b.;ENG30-02523221-v	*	simple_wsd - DRJ0-203294/2b.:0.5277::sadržavati u sebi elemente, osnove za neku tvrdnju, davati povoda za verovanje, uverenost, tvrdnju - CV0124:0.5149::biti upotrebljiv, prihvatljiv, odgovarati nekoj nameni ili potrebi. - CV0171:0.5001::kad se nešto iskazuje, iznosi kao eventualna ili stvarna mogućnost, uverenje	
363-4	32709-32718	preživeti	V	VERB	_	_	preživeti	_	_	_	ENG30-02619739-v	2	ENG30-02619739-v;ENG30-02619924-v	*	simple_wsd - ENG30-02619739-v:0.5068::živeti duže od - ENG30-02619924-v:0.4333::nastaviti postojanje nakon (nevolje, itd.)	
363-5	32719-32723	više	ADV	ADV	_	_	više	_	_	_	CV0061	3	CV0061;ENG30-00099712-b;ENG30-01555133-a	*	simple_wsd - CV0061:0.5212::posle toga, dalje; odsad, ubuduće (u odričnim rečenicama i pitanjima) - ENG30-01555133-a:0.4990::komparativ od mnogo, sa značenjem više od jednog po broju - ENG30-00099712-b:0.4461::komparativ od mnogo; u većoj meri ili stepenu	
363-6	32724-32726	od	PREP	ADP	_	_	od	_	_	_	_	_	_	_	_	
363-7	32727-32733	godinu	N	NOUN	_	_	godina	_	_	_	ENG30-15202634-n	5	ENG30-08238660-n;ENG30-15201505-n;ENG30-15202634-n;ENG30-15203791-n;ENG30-15204297-n	*	simple_wsd - ENG30-15202634-n:0.5372::Godina računata od 1. januara do 31. decembra po Gregorijanskom kalendaru. - ENG30-08238660-n:0.4723::Zajednica studenata ili đaka koji zajedno diplomiraju. - ENG30-15204297-n:0.4698::Vremenski period koji zauzima stalni deo kalendarske godine i koristi se za neku određenu aktivnost.	
363-8	32734-32738	dana	N	NOUN	_	_	dan	_	_	_	ENG30-15164957-n	8	ENG30-14484516-n;ENG30-15123115-n;ENG30-15136453-n;ENG30-15155220-n;ENG30-15157041-n;ENG30-15157225-n;ENG30-15164957-n;ENG30-15208540-n	*	simple_wsd - ENG30-15164957-n:0.5574::Vreme posle izlaska sunca a pre zalaska, dok je napolju još svetlo. - ENG30-15136453-n:0.5444::Časovi u toku dana kada čovek ne spava (posebno radnih dana). - ENG30-14484516-n:0.4349::Period šanse, mogućnosti za nešto.	
363-9	32739-32742	bez	PREP	ADP	_	_	bez	_	_	_	_	_	_	_	_	
363-10	32743-32748	hrane	N	NOUN	_	_	hrana	_	_	_	ENG30-07570720-n	2	ENG30-00021265-n;ENG30-07570720-n	*	simple_wsd - ENG30-07570720-n:0.4734::Izvor supstanci koje hrane telo. - ENG30-00021265-n:0.3931::Bilo koja supstancija koju organizm prerađuje da bi dobio energiju i gradio telesno tkivo.	
363-11	32748-32749	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=General Motors je 1990. godine kupio 51 % automobilskog koncerna Saab Automobile, a ostatak deceniju kasnije.
364-1	32749-32756	General	F	X	http://www.wikidata.org/entity/Q81965[153]	ORG[153]	General	_	_	_	_	_	_	_	_	
364-2	32757-32763	Motors	F	X	http://www.wikidata.org/entity/Q81965[153]	ORG[153]	Motors	_	_	_	_	_	_	_	_	
364-3	32764-32766	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
364-4	32767-32772	1990.	A	ADJ	_	_	1990.	_	_	_	_	_	_	_	_	
364-5	32773-32779	godine	N	NOUN	_	_	godina	_	_	_	ENG30-08238660-n	5	ENG30-08238660-n;ENG30-15201505-n;ENG30-15202634-n;ENG30-15203791-n;ENG30-15204297-n	*	simple_wsd - ENG30-08238660-n:0.4219::Zajednica studenata ili đaka koji zajedno diplomiraju. - ENG30-15204297-n:0.4190::Vremenski period koji zauzima stalni deo kalendarske godine i koristi se za neku određenu aktivnost. - ENG30-15202634-n:0.4157::Godina računata od 1. januara do 31. decembra po Gregorijanskom kalendaru.	
364-6	32780-32785	kupio	V	VERB	_	_	kupiti	_	_	_	ENG30-02207206-v	3	ENG30-02207206-v;ENG30-02325968-v;ENG30-02646757-v	*	simple_wsd - ENG30-02207206-v:0.4768::Steći kupovinom; dobiti pomoću finansijske transakcije. - ENG30-02325968-v:0.4183::izvršiti kupovinu - ENG30-02646757-v:0.3950::Biti vredan ili sposoban za kupovinu.	
