#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.sense|SenseID|Number_of_candidate_senses|List_of_candidate_senses|Ainotes


#Text=Ipak, nastavio je da radi na esperantu sve dok nije umro od srčanog udara 1921. godine.
869-17	33174-33176	od	PREP	ADP	_	_	od	_	_	_	_	_	_	_	
869-18	33177-33185	sunčevog	A	ADJ	_	_	sunčev	_	_	_	LLM-0364	1	LLM-0364	U ovom kontekstu, 'sunčevog' označava sjaj koji potiče od Sunca, što se precizno poklapa sa datim značenjem.	
869-19	33186-33191	sjaja	N	NOUN	_	_	sjaj	_	_	_	ENG30-05018103-n	2	ENG30-04953380-n;ENG30-05018103-n	U ovom kontekstu, 'sjaj' se odnosi na intenzivnu svetlost koju Sunce emituje ili reflektuje, što otežava posmatranje Merkura.	
869-20	33191-33192	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Na ovaj način su ostvarili veći deo prihoda.
870-1	33192-33194	Na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	
870-2	33195-33199	ovaj	PRO	DET	_	_	ovaj	_	_	_	_	_	_	_	
870-3	33200-33205	način	N	NOUN	_	_	način	_	_	_	ENG30-00172710-n	5	ENG30-00172710-n;ENG30-04910135-n;ENG30-04928903-n;ENG30-13801424-n;ENG30-13939604-n	U ovom kontekstu, 'način' se odnosi na metod ili postupak kojim su ostvarili veći deo prihoda, što odgovara značenju 'kako se dobija neki rezultat ili postiže neki cilj'.	
870-4	33206-33208	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
870-5	33209-33218	ostvarili	V	VERB	_	_	ostvariti	_	_	_	ENG30-01644746-v	3	ENG30-00486018-v;ENG30-01644746-v;ENG30-02526085-v	U ovom kontekstu, 'ostvariti' znači da su prihodi postali stvarni ili su ih dobili, što odgovara značenju 'napraviti stvarnim ili konkretnim; dovesti u postojanje'.	
870-6	33219-33223	veći	A	ADJ	_	_	velik	_	_	_	ENG30-01375909-a	8	ENG30-00579622-a;ENG30-01114658-a;ENG30-01190683-a;ENG30-01278080-a;ENG30-01375909-a;ENG30-01467919-a;ENG30-01488616-a;ENG30-01510444-a	U ovom kontekstu, 'veći deo prihoda' znači deo koji je iznad proseka po veličini ili iznosu, što odgovara ovom značenju.	
870-7	33224-33227	deo	N	NOUN	_	_	deo	_	_	_	ENG30-05867413-n	7	ENG30-01085098-n;ENG30-03892891-n;ENG30-05867413-n;ENG30-05868954-n;ENG30-08548733-n;ENG30-09385911-n;ENG30-13289159-n	U ovom kontekstu, 'deo' označava jedan od delova prihoda, odnosno segment ukupnog prihoda, što odgovara značenju 'jedan od delova u koje je nešto podeljeno i koji zajedno čine celinu'.	
870-8	33228-33235	prihoda	N	NOUN	_	_	prihod	_	_	_	ENG30-13255145-n	3	ENG30-05157574-n;ENG30-13255145-n;ENG30-13256691-n	U ovom kontekstu, 'prihod' se odnosi na finansijsku dobit koju su ostvarili tokom određenog perioda, što odgovara ovom značenju.	
870-9	33235-33236	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Ova vrsta je retka u Evropi.
871-1	33236-33239	Ova	PRO	DET	_	_	ovaj	_	_	_	_	_	_	_	
871-2	33240-33245	vrsta	N	NOUN	_	_	vrsta	_	_	_	ENG30-08110373-n	3	ENG30-05839024-n;ENG30-07997703-n;ENG30-08110373-n	U ovom kontekstu, 'vrsta' se odnosi na biološku klasifikaciju organizama koji mogu da se razmnožavaju između sebe, što je tipično značenje u rečenicama koje govore o retkosti u određenom geografskom području.	
871-3	33246-33248	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
871-4	33249-33254	retka	A	ADJ	_	_	redak	_	_	_	ENG30-00017024-a	2	ENG30-00016756-a;ENG30-00017024-a	U ovom kontekstu, 'retka' znači da ova vrsta nije široko zastupljena u Evropi, što najpreciznije odgovara ovom značenju.	
871-5	33255-33256	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
871-6	33257-33263	Evropi	N	PROPN	http://www.wikidata.org/entity/Q46	LOC	Evropa	_	_	_	_	_	_	_	
871-7	33263-33264	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Zbirno gledano, više od 200 tipova virusa povezano je sa prehladama.
872-1	33264-33270	Zbirno	ADV	ADV	_	_	zbirno	_	_	_	LLM-0370	1	LLM-0370	U ovom kontekstu, 'zbirno' znači 'uzeto zajedno' ili 'ukupno', jer se govori o ukupnom broju tipova virusa povezanih sa prehladama.	
872-2	33271-33278	gledano	ADV	ADV	_	_	gledano	_	_	_	LLM-0344	1	LLM-0344	U ovom kontekstu, 'gledano' znači 'posmatrano' ili 'razmatrano' zbirno, što se poklapa sa ponuđenim značenjem.	
872-3	33278-33279	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
872-4	33280-33284	više	ADV	ADV	_	_	više	_	_	_	ENG30-00099712-b	1	ENG30-00099712-b	U ovom kontekstu, 'više' označava komparativ od 'mnogo', odnosno da je broj tipova virusa veći od 200, što odgovara ponuđenom značenju.	
872-5	33285-33287	od	PREP	ADP	_	_	od	_	_	_	_	_	_	_	
872-6	33288-33291	200	NUM	NUM	_	_	200	_	_	_	_	_	_	_	
872-7	33292-33298	tipova	N	NOUN	_	_	tip	_	_	_	ENG30-05840188-n	7	ENG30-05840188-n;ENG30-06825120-n;ENG30-08110648-n;ENG30-08111419-n;ENG30-08220891-n;ENG30-09909060-n;ENG30-10288763-n	U ovom kontekstu, 'tip' se odnosi na različite potpodele ili varijante virusa, što odgovara značenju 'potpodela neke vrste stvari'.	
872-8	33299-33305	virusa	N	NOUN	_	_	virus	_	_	_	ENG30-01328702-n	2	ENG30-01328702-n;ENG30-06585816-n	U ovom kontekstu, 'virus' se odnosi na biološke agense koji izazivaju prehladu kod ljudi, što odgovara definiciji iz virusologije.	
872-9	33306-33314	povezano	A	ADJ	_	_	povezan	_	_	_	ENG30-00566099-a	5	ENG30-00566099-a;ENG30-00731955-a;ENG30-01064806-a;ENG30-01481812-a;ENG30-02476485-a	U ovom kontekstu, 'povezano' znači da postoji veza ili odnos između virusa i prehlada, što odgovara značenju 'spojen ili vezan'.	
872-10	33315-33317	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
872-11	33318-33320	sa	PREP	ADP	_	_	sa	_	_	_	_	_	_	_	
872-12	33321-33331	prehladama	N	NOUN	_	_	prehlada	_	_	_	ENG30-14145501-n	1	ENG30-14145501-n	U ovom kontekstu, 'prehlada' se odnosi na blagu virusnu infekciju disajnih puteva, što je u skladu sa ponuđenim značenjem.	
872-13	33331-33332	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Univerzitet u Ženevi je javni istraživački univerzitet koji se nalazi u Ženevi u Švajcarskoj.
873-1	33332-33343	Univerzitet	N	NOUN	http://www.wikidata.org/entity/Q503473[342]	ORG[342]	univerzitet	_	_	_	ENG30-04511002-n	4	ENG30-04511002-n;ENG30-08274923-n;ENG30-08286163-n;ENG30-08286569-n	U ovom kontekstu, 'univerzitet' se odnosi na fizičku instituciju, odnosno objekat u kome je sedište visokog obrazovanja, što je u skladu sa opisom univerziteta u Ženevi kao javnog istraživačkog univerziteta na određenoj lokaciji.	
873-2	33344-33345	u	PREP	ADP	http://www.wikidata.org/entity/Q503473[342]	ORG[342]	u	_	_	_	_	_	_	_	
873-3	33346-33352	Ženevi	N	PROPN	http://www.wikidata.org/entity/Q503473[342]	ORG[342]	Ženeva	_	_	_	_	_	_	_	
873-4	33353-33355	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
873-5	33356-33361	javni	A	ADJ	_	_	javan	_	_	_	ENG30-01861205-a	4	ENG30-00493297-a;ENG30-01861205-a;ENG30-01862296-a;ENG30-02090567-a	U ovom kontekstu, 'javni' označava univerzitet koji nije privatan, već je otvoren za sve ljude ili ih se tiče, što najpreciznije odgovara ovom značenju.	
873-6	33362-33374	istraživački	A	ADJ	_	_	istraživački	_	_	_	BILI-00000163	1	BILI-00000163	U ovom kontekstu, 'istraživački' opisuje univerzitet koji se bavi naučnim istraživanjima, a ne nešto što se odnosi na istraživače kao osobe. Nijedno ponuđeno značenje ne odgovara precizno ovom upotrebljenom značenju.	
873-7	33375-33386	univerzitet	N	NOUN	_	_	univerzitet	_	_	_	ENG30-08286569-n	4	ENG30-04511002-n;ENG30-08274923-n;ENG30-08286163-n;ENG30-08286569-n	U kontekstu rečenice, 'univerzitet' se odnosi na veliku ustanovu višeg učenja koja se bavi obrazovanjem i istraživanjem, što najpreciznije odgovara ovom značenju.	
873-8	33387-33391	koji	PRO	DET	_	_	koji	_	_	_	_	_	_	_	
873-9	33392-33394	se	PAR	PART	_	_	se	1	*	IRV	CVMWE-0224[2256]	4[2256]	CVMWE-0224;ENG30-02653381-v;ENG30-02691214-v;ENG30-02731390-v[2256]	U ovom kontekstu, 'nalaziti se' znači da univerzitet postoji na određenoj lokaciji, tj. u Ženevi, što odgovara značenju 'postojati negde'.[2256]	
873-10	33395-33401	nalazi	V	VERB	_	_	nalaziti	1	nalaziti se	IRV	CVMWE-0224[2256]	4[2256]	CVMWE-0224;ENG30-02653381-v;ENG30-02691214-v;ENG30-02731390-v[2256]	U ovom kontekstu, 'nalaziti se' znači da univerzitet postoji na određenoj lokaciji, tj. u Ženevi, što odgovara značenju 'postojati negde'.[2256]	
873-11	33402-33403	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
873-12	33404-33410	Ženevi	N	PROPN	http://www.wikidata.org/entity/Q71	LOC	Ženeva	_	_	_	_	_	_	_	
873-13	33411-33412	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
873-14	33413-33424	Švajcarskoj	N	PROPN	http://www.wikidata.org/entity/Q39	LOC	Švajcarska	_	_	_	_	_	_	_	
873-15	33424-33425	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=To je jedan od šest službenih jezika Ujedinjenih nacija.
874-1	33425-33427	To	PRO	DET	_	_	taj	_	_	_	_	_	_	_	
874-2	33428-33430	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
874-3	33431-33436	jedan	NUM	NUM	_	_	jedan	_	_	_	_	_	_	_	
874-4	33437-33439	od	PREP	ADP	_	_	od	_	_	_	_	_	_	_	
874-5	33440-33444	šest	NUM	NUM	_	_	šest	_	_	_	_	_	_	_	
874-6	33445-33454	službenih	A	ADJ	_	_	služben	1[1177]	službeni jezik[1177]	NID[1177]	CVMWE-0405[2257]	1[2257]	CVMWE-0405[2257]	U ovom kontekstu, 'službeni jezik' označava jezik koji ima zvaničan status i prava da se koristi u radu i komunikaciji unutar Ujedinjenih nacija, što odgovara datom značenju.[2257]	
874-7	33455-33461	jezika	N	NOUN	_	_	jezik	1[1177]	službeni jezik[1177]	NID[1177]	CVMWE-0405[2257]	1[2257]	CVMWE-0405[2257]	U ovom kontekstu, 'službeni jezik' označava jezik koji ima zvaničan status i prava da se koristi u radu i komunikaciji unutar Ujedinjenih nacija, što odgovara datom značenju.[2257]	
874-8	33462-33473	Ujedinjenih	A	ADJ	http://www.wikidata.org/entity/Q1065[343]	ORG[343]	ujedinjen	_	_	_	ENG30-02475855-a	3	ENG30-01328229-a;ENG30-02112108-a;ENG30-02475855-a	U ovom kontekstu, 'Ujedinjene nacije' označava organizaciju koju karakteriše jedinstvo više država, odnosno one su spojene u jednu celinu.	
874-9	33474-33480	nacija	N	NOUN	http://www.wikidata.org/entity/Q1065[343]	ORG[343]	nacija	_	_	_	ENG30-08166552-n	2	ENG30-08166552-n;ENG30-08303692-n	U ovom kontekstu, 'nacija' se odnosi na organizaciju država, tj. Ujedinjene nacije, što je najbliže značenju ljudi koji žive u jednoj zemlji, jer se radi o zajednici država, a ne o federaciji plemena.	
874-10	33480-33481	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Prvi put je primećen 1979. godine pomoću svemirske sonde Vojadžer 1.
875-1	33481-33485	Prvi	A	ADJ	_	_	prvi	_	_	_	ENG30-01012855-a	6	ENG30-00228294-a;ENG30-01009206-a;ENG30-01009343-a;ENG30-01010862-a;ENG30-01012855-a;ENG30-01467919-a	U ovom kontekstu, 'prvi' označava da je to bio prvi put kada je nešto primećeno, odnosno da je taj događaj prethodio svim ostalim sličnim događajima u vremenu.	
875-2	33486-33489	put	PAR	PART	_	_	put	_	_	_	_	_	_	_	
875-3	33490-33492	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
875-4	33493-33501	primećen	V	VERB	_	_	primetiti	_	_	_	ENG30-01059123-v	2	ENG30-01020005-v;ENG30-01059123-v	U ovom kontekstu, 'primećen' znači da je postojanje nečega zapaženo ili registrovano, što odgovara značenju 'izraziti priznanje prisustva ili postojanja'.	
875-5	33502-33507	1979.	A	ADJ	_	_	1979.	_	_	_	_	_	_	_	
875-6	33508-33514	godine	N	NOUN	_	_	godina	_	_	_	ENG30-15202634-n	5	ENG30-08238660-n;ENG30-15201505-n;ENG30-15202634-n;ENG30-15203791-n;ENG30-15204297-n	U ovom kontekstu, '1979. godine' označava kalendarsku godinu po Gregorijanskom kalendaru, što odgovara ovom značenju.	
875-7	33515-33521	pomoću	PREP	ADP	_	_	pomoću	_	_	_	_	_	_	_	
875-8	33522-33531	svemirske	A	ADJ	_	_	svemirski	1[1178]	svemirska sonda[1178]	NID[1178]	CVMWE-0440[2258]	1[2258]	CVMWE-0440[2258]	U ovom kontekstu, 'svemirska sonda' se odnosi na letelicu bez posade (Vojadžer 1) koja je korišćena za istraživanje i prikupljanje informacija o udaljenim objektima u svemiru, što odgovara datom značenju.[2258]	
875-9	33532-33537	sonde	N	NOUN	_	_	sonda	1[1178]	svemirska sonda[1178]	NID[1178]	CVMWE-0440[2258]	1[2258]	CVMWE-0440[2258]	U ovom kontekstu, 'svemirska sonda' se odnosi na letelicu bez posade (Vojadžer 1) koja je korišćena za istraživanje i prikupljanje informacija o udaljenim objektima u svemiru, što odgovara datom značenju.[2258]	
875-10	33538-33546	Vojadžer	N	PROPN	http://www.wikidata.org/entity/Q48469[344]	PRODUCT[344]	Vojadžer	_	_	_	_	_	_	_	
875-11	33547-33548	1	NUM	NUM	http://www.wikidata.org/entity/Q48469[344]	PRODUCT[344]	1	_	_	_	_	_	_	_	
875-12	33548-33549	.	PUNCT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Biograf Karla Velikog Ajnhard navodi da je Žizela bila posvećena religiji od detinjstva.
876-1	33549-33556	Biograf	N	NOUN	http://www.wikidata.org/entity/Q864380	ROLE	biograf	_	_	_	ENG30-09855433-n	1	ENG30-09855433-n	U ovom kontekstu, 'biograf' označava osobu koja piše o nečijem životu, što se odnosi na Ajnharda koji je pisao o Karlu Velikom.	
876-2	33557-33562	Karla	N	PROPN	http://www.wikidata.org/entity/Q3044[345]	PERS[345]	Karlo	_	_	_	_	_	_	_	
876-3	33563-33570	Velikog	A	ADJ	http://www.wikidata.org/entity/Q3044[345]	PERS[345]	velik	_	_	_	ENG30-00478080-a	8	ENG30-00579622-a;ENG30-01114658-a;ENG30-01190683-a;ENG30-01278080-a;ENG30-01375909-a;ENG30-01467919-a;ENG30-01488616-a;ENG30-01510444-a	U ovom kontekstu, 'Veliki' u 'Karlo Veliki' označava osobu koja stoji iznad drugih po postignućima, ugledu ili značaju, što odgovara značenju ID ENG30-01278080-a.	
876-4	33571-33578	Ajnhard	N	PROPN	http://www.wikidata.org/entity/Q154526	PERS	Ajnhard	_	_	_	_	_	_	_	
876-5	33579-33585	navodi	V	VERB	_	_	navoditi	_	_	_	ENG30-01015866-v	5	ENG30-00946755-v;ENG30-01015866-v;ENG30-01023071-v;ENG30-01023259-v;ENG30-02116118-v	U ovom kontekstu, 'navodi' znači da Ajnhard iznosi ili predočava određenu tvrdnju ili informaciju o Žizeli, što odgovara značenju 'predočiti dokaz za kakvu tvrdnju'.	
876-6	33586-33588	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	
876-7	33589-33591	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
876-8	33592-33598	Žizela	N	PROPN	http://www.wikidata.org/entity/Q24039064	PERS	Žizela	_	_	_	_	_	_	_	
876-9	33599-33603	bila	V	AUX	_	_	biti	_	_	_	_	_	_	_	
876-10	33604-33613	posvećena	A	ADJ	_	_	posvećen	_	_	_	ENG30-00519211-a	3	ENG30-00519211-a;ENG30-00519668-a;ENG30-00573225-a	U ovom kontekstu, 'posvećena' znači da je Žizela bila usmerena i odana religiji kao svom životnom cilju ili svrsi još od detinjstva.	
876-11	33614-33622	religiji	N	NOUN	_	_	religija	_	_	_	DRJ0-222875/0	1	DRJ0-222875/0	U ovom kontekstu, 'religija' se odnosi na posvećenost veri ili veroispovesti, što odgovara značenju verovanja u natprirodne sile ili Boga i sistemu takvih verovanja.	
876-12	33623-33625	od	PREP	ADP	_	_	od	_	_	_	_	_	_	_	
876-13	33626-33636	detinjstva	N	NOUN	_	_	detinjstvo	_	_	_	ENG30-15147097-n	2	ENG30-15145586-n;ENG30-15147097-n	U ovom kontekstu, 'detinjstvo' se odnosi na period u životu Žizele kada je bila dete, što najpreciznije odgovara značenju 'doba u životu čoveka kada je on dete'.	
876-14	33636-33637	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Delovi Dartmura korišćeni su kao vojni poligoni više od 200 godina.
877-1	33637-33643	Delovi	N	NOUN	_	_	deo	_	_	_	ENG30-09385911-n	7	ENG30-01085098-n;ENG30-03892891-n;ENG30-05867413-n;ENG30-05868954-n;ENG30-08548733-n;ENG30-09385911-n;ENG30-13289159-n	U ovom kontekstu, 'delovi' se odnosi na određene oblasti ili segmente prirodnog objekta, tj. Dartmura, što najpreciznije odgovara značenju 'deo prirodnog objekta'.	
877-2	33644-33652	Dartmura	N	PROPN	http://www.wikidata.org/entity/Q214823	LOC	Dartmur	_	_	_	_	_	_	_	
877-3	33653-33662	korišćeni	V	VERB	_	_	koristiti	_	_	_	ENG30-01224415-v	6	ENG30-01165043-v;ENG30-01224415-v;ENG30-02436963-v;ENG30-02541251-v;ENG30-02561332-v;ENG30-02707429-v	U ovom kontekstu, 'korišćeni' znači da su delovi Dartmura upotrebljavani ili iskorišćavani za određenu svrhu, tj. kao vojni poligoni, što odgovara značenju 'rukovati efektivno'.	
877-4	33663-33665	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
877-5	33666-33669	kao	CONJ	CCONJ	_	_	kao	_	_	_	_	_	_	_	
877-6	33670-33675	vojni	A	ADJ	_	_	vojni	1[1179]	vojni poligon[1179]	NID[1179]	CVMWE-0496[2259]	1[2259]	CVMWE-0496[2259]	U ovom kontekstu, 'vojni poligon' se odnosi na teren koji se koristi za obuku vojnika, što odgovara ponuđenom značenju specijalizovanog mesta za vojnu obuku.[2259]	
877-7	33676-33684	poligoni	N	NOUN	_	_	poligon	1[1179]	vojni poligon[1179]	NID[1179]	CVMWE-0496[2259]	1[2259]	CVMWE-0496[2259]	U ovom kontekstu, 'vojni poligon' se odnosi na teren koji se koristi za obuku vojnika, što odgovara ponuđenom značenju specijalizovanog mesta za vojnu obuku.[2259]	
877-8	33685-33689	više	ADV	ADV	_	_	više	_	_	_	ENG30-00099712-b	1	ENG30-00099712-b	U ovom kontekstu, 'više' označava komparativ od 'mnogo', odnosno da je nešto trajalo duže od 200 godina, što odgovara značenju 'u većoj meri ili stepenu'.	
877-9	33690-33692	od	PREP	ADP	_	_	od	_	_	_	_	_	_	_	
877-10	33693-33696	200	NUM	NUM	_	_	200	_	_	_	_	_	_	_	
877-11	33697-33703	godina	N	NOUN	_	_	godina	_	_	_	ENG30-15203791-n	5	ENG30-08238660-n;ENG30-15201505-n;ENG30-15202634-n;ENG30-15203791-n;ENG30-15204297-n	U ovom kontekstu, 'godina' označava vremenski period od 365 (ili 366) dana, jer se govori o trajanju upotrebe Dartmura kao vojnog poligona tokom više vekova.	
877-12	33703-33704	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=To mu je donelo prvobitnu popularnost.
878-1	33704-33706	To	PRO	DET	_	_	taj	_	_	_	_	_	_	_	
878-2	33707-33709	mu	PRO	PRON	_	_	on	_	_	_	_	_	_	_	
878-3	33710-33712	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
878-4	33713-33719	donelo	V	VERB	_	_	doneti	_	_	_	ENG30-01662060-v	10	ENG30-01434140-v;ENG30-01618693-v;ENG30-01662060-v;ENG30-02077656-v;ENG30-02247390-v;ENG30-02291708-v;ENG30-02309165-v;ENG30-02353201-v;ENG30-02466670-v;ENG30-02537238-v	U ovom kontekstu, 'donelo' znači da je nešto uzrokovalo da se popularnost pojavi kao posledica, što odgovara značenju 'uzrokovati da se dogodi ili nastane kao posledica'.	
878-5	33720-33729	prvobitnu	A	ADJ	_	_	prvobitan	_	_	_	ENG30-00813589-a	2	ENG30-00813589-a;ENG30-00820219-a	U ovom kontekstu, 'prvobitnu' označava popularnost koju je neko stekao na samom početku, dakle onu koja je postojala od početka ili u izvornom stanju.	
878-6	33730-33741	popularnost	N	NOUN	_	_	popularnost	_	_	_	ENG30-04808639-n	3	ENG30-04808639-n;ENG30-14438541-n;ENG30-14438898-n	U ovom kontekstu, 'popularnost' se odnosi na to da je osoba postala široko prihvaćena i tražena u društvu, što najpreciznije odgovara ovom značenju.	
878-7	33741-33742	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Tokom evolucije neke strukture mogu izgubiti svoju prvobitnu funkciju i postati rudimentarne.
879-1	33742-33747	Tokom	PREP	ADP	_	_	tokom	_	_	_	_	_	_	_	
879-2	33748-33757	evolucije	N	NOUN	_	_	evolucija	_	_	_	ENG30-13477023-n	2	ENG30-13464820-n;ENG30-13477023-n	U kontekstu rečenice govori se o promenama u funkciji struktura tokom vremena kod organizama, što se odnosi na biološki proces evolutivnog razvoja vrsta.	
879-3	33758-33762	neke	PRO	DET	_	_	neki	_	_	_	_	_	_	_	
879-4	33763-33772	strukture	N	NOUN	_	_	struktura	_	_	_	ENG30-04931965-n	1	ENG30-04931965-n	U ovom kontekstu, 'strukture' se odnosi na biološke delove organizama i način na koji su oni organizovani, što odgovara značenju o konstrukciji i rasporedu delova.	
879-5	33773-33777	mogu	V	VERB	_	_	moći	_	_	_	ENG30-02523221-v	1	ENG30-02523221-v	U ovom kontekstu, 'mogu' označava mogućnost ili sposobnost da se nešto desi, a ne istrajavanje ili uspeh. Ponuđeno značenje ne odgovara upotrebi u rečenici.	
879-6	33778-33786	izgubiti	V	VERB	_	_	izgubiti	_	_	_	ENG30-02287789-v	8	ENG30-01099592-v;ENG30-01795082-v;ENG30-02287618-v;ENG30-02287789-v;ENG30-02288155-v;ENG30-02288828-v;ENG30-02303331-v;ENG30-02385153-v	U ovom kontekstu, 'izgubiti' znači da strukture više nemaju svoju prvobitnu funkciju, odnosno da su je prestale zadržavati ili održavati, što odgovara ovom značenju u fizičkom ili prenesenom smislu.	
879-7	33787-33792	svoju	PRO	DET	_	_	svoj	_	_	_	_	_	_	_	
879-8	33793-33802	prvobitnu	A	ADJ	_	_	prvobitan	_	_	_	ENG30-00813589-a	2	ENG30-00813589-a;ENG30-00820219-a	U ovom kontekstu, 'prvobitna funkcija' označava funkciju koju je struktura imala od samog početka, odnosno u svom izvornom stanju, što odgovara značenju 'koji je od početka postojao; u najranijem ili izvornom stanju'.	
879-9	33803-33811	funkciju	N	NOUN	_	_	funkcija	_	_	_	ENG30-05149325-n	5	ENG30-00720565-n;ENG30-05149325-n;ENG30-06582403-n;ENG30-13440063-n;ENG30-13783816-n	U ovom kontekstu, 'funkcija' se odnosi na svrhu ili upotrebu određene strukture u organizmu, što je najbliže značenju 'za šta se nešto koristi'.	
879-10	33812-33813	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
879-11	33814-33821	postati	V	VERB	_	_	postati	_	_	_	ENG30-00149583-v	5	ENG30-00094460-v;ENG30-00149583-v;ENG30-02381571-v;ENG30-02623529-v;ENG30-02626604-v	U ovom kontekstu, 'postati' znači da strukture ulaze ili poprimaju novo stanje, odnosno stanje rudimentarnosti, što najpreciznije odgovara ovom značenju.	
879-12	33822-33834	rudimentarne	A	ADJ	_	_	rudimentaran	_	_	_	ENG30-00742714-a	1	ENG30-00742714-a	U kontekstu evolucije, 'rudimentarne' strukture su one koje nisu potpuno razvijene kod zrelih jedinki, što odgovara ponuđenom značenju.	
879-13	33834-33835	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Reč „Indija“ je izvedena iz naziva reke Ind.
880-1	33835-33838	Reč	N	NOUN	_	_	reč	_	_	_	ENG30-06286395-n	6	ENG30-06283764-n;ENG30-06286395-n;ENG30-06738162-n;ENG30-07226841-n;ENG30-13627327-n;ENG30-14485526-n	U ovom kontekstu, 'reč' se odnosi na jedinicu jezika ('Indija') koju govornik može da identifikuje, što je najpreciznije značenje sa liste.	
880-2	33839-33840	„	PUNCT	PUNCT	_	_	"	_	_	_	_	_	_	_	
880-3	33840-33846	Indija	N	PROPN	http://www.wikidata.org/entity/Q668	LOC	Indija	_	_	_	_	_	_	_	
880-4	33846-33847	“	PUNCT	PUNCT	_	_	"	_	_	_	_	_	_	_	
880-5	33848-33850	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
880-6	33851-33859	izvedena	V	VERB	_	_	izvesti	_	_	_	ENG30-01042924-v	18	ENG30-00486018-v;ENG30-00636441-v;ENG30-00636574-v;ENG30-00698256-v;ENG30-00955472-v;ENG30-01022420-v;ENG30-01065115-v;ENG30-01632897-v;ENG30-01640855-v;ENG30-01642924-v;ENG30-01714208-v;ENG30-01716112-v;ENG30-01718185-v;ENG30-02232877-v;ENG30-02375468-v;ENG30-02404904-v;ENG30-02522864-v;ENG30-02686625-v	U ovom kontekstu, 'izvedena' znači da je reč 'Indija' nastala ili načinjena od naziva reke Ind, što odgovara značenju 'načiniti nešto'.	
880-7	33860-33862	iz	PREP	ADP	_	_	iz	_	_	_	_	_	_	_	
880-8	33863-33869	naziva	N	NOUN	_	_	naziv	_	_	_	ENG30-06343520-n	1	ENG30-06343520-n	U ovom kontekstu, 'naziv' se odnosi na ime reke, a ponuđeno značenje se odnosi isključivo na ime umetničkog ili književnog dela, što ovde nije slučaj.	
880-9	33870-33874	reke	N	NOUN	_	_	reka	_	_	_	ENG30-09411430-n	1	ENG30-09411430-n	U ovom kontekstu, 'reka' se odnosi na veliki prirodni tok vode, što odgovara ponuđenom značenju.	
880-10	33875-33878	Ind	N	PROPN	http://www.wikidata.org/entity/Q7348	LOC	Ind	_	_	_	_	_	_	_	
880-11	33878-33879	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Arktik je oblast severno od arktičkog kruga.
881-1	33879-33885	Arktik	N	PROPN	http://www.wikidata.org/entity/Q25322	LOC	Arktik	_	_	_	_	_	_	_	
881-2	33886-33888	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
881-3	33889-33895	oblast	N	NOUN	_	_	oblast	_	_	_	ENG30-08497294-n	4	ENG30-05997814-n;ENG30-08497294-n;ENG30-08538426-n;ENG30-08552138-n	U ovom kontekstu, 'oblast' se odnosi na geografsko područje (Arktik) koje ima posebne karakteristike i nije strogo administrativno definisano, što odgovara ovom značenju.	
